contents
@帽姥爷: 和女同事聊天，我说大概男生买电子产品的心态和你们女生消费护肤品差不多，她说嗯但是我觉得你买台电脑可以一直用好久的啊为什么要换，我说我也觉得你们用大宝可以从18岁用到60岁啊
回家，领dior嘻嘻，老师说记得让hi hi 浪子请吃饭 南昌·南昌航空大学
发布了头条文章《Dior lady戴妃包》美羊羊麦包包是啊，等到把风景都看透，无路可走的时候，才想起曾经最初的心愿三格烫钻吹来了你的塔罗系列只是想看一场姹紫嫣红的春光，喝一杯赏心悦目的清茶，无论暖和凉，做一个洗尽铅华的女子，爱一个平静的人。
演唱会的时候手出汗了他是不是还拿dior的粉擦过[費解]//@清萍萍萍萍萍儿:我发现了！晶姐给李老师的化妆盒！！！！里面有香奈儿～还有dior粉盒、NARS、mac子弹头唉～还有好多看不清楚～「虽然是14年的」 查看图片
"@蓝邈邈: 李健机智的与女主持聊天【著名的梗之一人比较智能手机就不用智能
之二我化妆的时间也就八、九个小时
之三皮肤好是因为天天洗脸
】 蓝邈邈的秒拍视频"
Dior536和MAC dare you叠加起来还不错 新乡
dior740
我简直是个Dior脑残粉
又直接自动帮我关注了？是美妆博主的点进去最新一条微博都是dior的ad ……
快眼熟每次都用微信买货的我 Dior421真的温柔 740也特别喜欢 中一项我也开心//@爱上韩妃子:五月来啦！大家看到啦嘛！不见不散哦～ 查看图片
"@爱上韩妃子: 【妃子家五月母亲节👩上新预告大放送】
5月6日晚八点开pai！不见不散～
🈵️就减，见图五！记得看哦～爱你们
福腻：卷花+关，揪一个妹子520💰
评论里，揪3个妹子的妈妈礼物一份💰
添加➕你妃卫星号 HFZ-02，每天前100位首次添加，马上领取小哄包一个！
更感 ...全文"
今天怎么回事，各大美妆博主都在推Dior
刚刚在恒隆里面看见一个侧脸超级像张震的人，差点追上去看结果他进了Dior homme
"经理说汇丰银行真的“会疯”
每个月发工资的时候都要被人事气死
Dior740真的很好看了"
Dior forever粉底能把人干死！真的是得多油的油皮才用的了
"dior美妆这广告买的
刷了1分钟微博 看见四位美妆博主推了几乎一模一样的文
其中三条还连在一起
不过没关系 谁让你家底妆就好用"
"记录一个直男周的梗:
前日副驾在等红绿灯时说觉得999好百搭哦
我说是的，很好搭配衣服
副驾说是的，dior999色号是好搭配
我？？？(我当时脑袋里听到999第一时间浮现出的好搭配是指的new balance999)"
"TF15和Mac lady danger，TF16和Dior999
有钱都买 没钱四选二 颜色真的很迷"
【全球奢侈品调查报告：Chanel成为中国消费者手袋选择NO.1】报告显示，在奢侈手袋类别，Chanel的购买意向最高，达到20％，其次是Gucci，消费者对该品牌的购买意向率为16％，Hermès为12％，Prada为9％，LV 和Dior均为8％。在奢侈品时装品类中，Chanel 也是最受欢迎的品牌，中国消费者的购买意向占比 18% ...全文
今天晚上临出门……涂了口红……淡的……懒得卸……我的唇色真的深……羡慕ljb的淡色……dior的变色对我而言就没有什么用……不过她唇形真好看呀……我就不行😶😮。正红偏橙红就是我的色调了……而且唇纹好明显呀（并不在乎
Dior表示我没有这种沙雕广告词
"害怕自己
在越南这几天暴饮暴食
什么都好便宜好便宜好便宜
什么都好好吃好好吃好好吃
今天来到了胡志明
妈耶爱上胡志明
想生活在这里
十分深圳了
有肯德基星巴克鲜芋仙dior hm zara lv 雪冰
贼鸡巴现代化
物价还贼鸡儿便宜 越南·胡志明市"
"[ VOGUE JAPAN ] 18年6月号
#水原希子# × DIOR Beauty
/ 新时代的维纳斯诞生 /"
噢~DIOR鹿！你一定要点开看看！我发誓这是我见过的的最有趣的文章！@手撕拿铁
@豆瓣说: 哦！！伙计们！！请大家用翻译片的语气来说几句话
一个人常常感到寂寞，《Dior lady 戴妃包》然后会不自觉地想到另一个人，那个人就是你。
"我阳哥也收到礼物啦
Dior香水伴手礼 ♥︎#芮婪Rolam##芮婪最大官方团队# 金华·安文镇"
"为什么！为什么！为什么310就没有了啊！😭 😭 😭 😭 我就是超级想要啊！什么Dior,YSL,TF,Chanel,Christian louboutin……在我心里都比不过雅诗兰黛310啊！！#华晨宇#"
差点忘了感谢一下 朋友圈太杂 当面又太肉麻 平时玩笑开惯了 竟然都没有煽情过 会用真金专门订做一个“Dior”给我的也只有你了 看着有点fake 不过这样洗澡都不用摘下来的choker我很喜欢 毕竟不摘就不会丢（此处有一万点伤害）希望我们也像金子一样 永远灿烂 实心儿 不塑料 多年以后的广场舞我喊 ...全文
dior男香无敌。我愿意为了他放弃追逐沙龙香了，但每次喷都会想起。。。
喜欢小千以后，爸爸越来越dior
今天没带口红，用了同学的Dior999，更加坚信！999真的是我的雷区！一辈子不用水红色！我发4 麻辣鸡脖子w的秒拍视频
"黑色dior帽子只有5个，卖完结束，黄色更少，才4个😂

支付宝我的别忘记留地址，

我对应不起来你们的id"
特此感谢：Maria Grazia Chiuri阿姨帮助我节约大笔Dior置装经费！
时尚是一场轮回，名利场应该是这样拍的，1957年的dior.
DIOR999可少女可霸气
我的妈3ce的taupe简直好看的不行！实在太好看了卸妆前又涂一遍看半天！刚到一天就成功踢掉上周来的dior740成上位为年度爱最爱👏👏👏最少上半年最爱了
时尚是一场轮回，名利场应该是这样拍的，1957年的dior.
DIOR999可少女可霸气
我的妈3ce的taupe简直好看的不行！实在太好看了卸妆前又涂一遍看半天！刚到一天就成功踢掉上周来的dior740成上位为年度爱最爱👏👏👏最少上半年最爱了
一代枭雄败在了Dior740上@FAn-WeNJIAo_ 苦味大魔王pink的秒拍视频
真的难受 直男送的Dior888和999本人表示这两个颜色并不会涂
最近疯狂爱上bombshell Miss Dior 粉邂甜腻腻的味道 每天换着喷 夏天是真的来啦
这一年又快过了一半了 想要做的事情一件都没有做好 想送好朋友的Dior换成了Mac 张蕊的课还是不会上 今天去的游乐场期待了很久的合照也没有照 不如意事常八九☹️
"Dior767
很有春夏感的一盘，不过我拿到手没有想象的那么好。粉质只能说过关（在此价位中），配色很好看，但没有我喜欢的打底色，两个浅色珠光对我来说不适合打底。总之很平凡的一个盘，可入可不入吧"
@向佐吧官微 @向佐资讯台 #向佐##五月，你好##晚安向佐# 亲爱的fans们入夏前静谧的夜晚～让我们沉浸于徐徐晚风中～很多设计师的灵感都迸发于大自然的馈赠～正如DIOR HOMME GOLD CAPSULE系列，标志性的小蜜蜂图案🐝入睡前来一则爱豆的时尚访问～get一点他的时尚魅力与灵感黄景瑜、向佐在DIOR HOMME酒会现场带你邂逅GOLD CAPSULE“金色小蜜蜂” ...全文
Dior Addict 491 被大家夸酷 好看了 开熏 要成为我近期最爱
路过Dior，看到了口红。被色号震惊了
为了个买家秀画断了我的一支Dior
以前觉得dior的戴妃包丑的一逼、现在竟然被种草……年龄啊年龄……
现在重新看粉红女郎才发现万人迷是Dior的柜姐耶
"这个小东西太完美太经典了吧！
明天连走路都是骄傲的了
fine找到已经有很多口红还是要买999的原因了#Dior999#"
诺～ 我的Dior999
今天是非主流代表，口红Dior999、好用到上天～
#Dior#Cool Wave 2018夏季#彩妆#系列：5 Couleurs Eyeshadow Palette 五色水波纹眼影。
收回dior爸爸最难搞的话，olay和丝芙兰才是最要命的！
"Christian Dior Resort 2009

John Galliano像往常一样身着和系列高度匹配的服装闪耀出场：古着店购入的大衣；用剪刀和牙齿撕裂、用烟头烫出洞的裤子；被汽车碾压过、用酸处理过、最后放进水里煮的鞋子；撒上咖啡的袜子......

根据其造型师Mel Ottenberg爆料，John为了接近《雾都孤儿》里Artful Dodge ...全文"
#Dior#Cool Wave 2018夏季#彩妆#系列：5 Couleurs Eyeshadow Palette 五色水波纹眼影。
收回dior爸爸最难搞的话，olay和丝芙兰才是最要命的！
"Christian Dior Resort 2009

John Galliano像往常一样身着和系列高度匹配的服装闪耀出场：古着店购入的大衣；用剪刀和牙齿撕裂、用烟头烫出洞的裤子；被汽车碾压过、用酸处理过、最后放进水里煮的鞋子；撒上咖啡的袜子......

根据其造型师Mel Ottenberg爆料，John为了接近《雾都孤儿》里Artful Dodge ...全文"
"没人知道你的口红
是Chanel,Dior
YSL还是Tom Ford
没人看清你腰上的DG
LV是真是假
钱包里有钱还是有卡
但你脸大还是脸小
腿粗还是腿细
臀翘还是不翘
三米之外就看到了"
越来越怀念Dior粉红魅惑的味道，我得再搞一瓶那满满都是独自飘在oxford road上的回忆
收到啦Miss Dior超粉嫩🌸@殊香暗流ILOVEPARFUM
我正在看#黄景瑜、向佐在DIOR HOMME酒会现场带你邂逅GOLD CAPSULE“金色小蜜蜂”# 黄景瑜、向佐在DIOR HOMME酒会现场带你邂逅GOLD CAPSULE“金色小蜜蜂” @腾讯视频 黄景瑜、向佐在DIOR HOMME酒会现场带你邂逅GOLD CAPSULE“金色小蜜蜂”
"那天我妈来数了数我的口红
让我羞愧地决定以后不再买口红了
可是Nars Jane和Dior的758也太好看了吧
我能忍多久呢
太难了"
我的Dior只送给自信爱美的你
我要实名表扬Dior的421，不拔干不起皮不沾边，喝水吃饭基本不掉持久到爆。还不是雾面的，颜色清透温柔也很日常还不挑皮。除了太红太贵一点毛病没有（反正也不是我买的嘻嘻）
Dior包包🙈咬咬牙没忍住 买了 韩国·新沙洞林荫大道
"❥
一口大黄牙
你对得起你的Dior999 小胖丁506 小羊皮315 YSL12吗
配图有毒。下手需谨慎"
"第一张是Dior经典历史款，
我今年看了很多致敬款…
这个设计师的真棒……
国内很多人都很怕有别人的影子 其实是因为人长的太统一的，如果有不同形状的人 就不会出现抄袭或模仿了…"
梦到我买了个Dior的choker 这是？？上天给我的意思？？
"Dior740是买的最后悔的一只
我是发现了我不适合橘色系"
"终于不只是英语，管理学满分100拿了99
management这门课真的有意思
老师说的对，如何选择团队也是management的一部门，我爱你们
以及感谢dior这么优秀的品牌让我们有这么多东西可以分析！"
"Dior 2017版001
颜色非常非常香槟（=颜色深
超级低调自然挂的

已经是上个月拍的图了"
"这俩个去年一起买的。
这是现在 dior这个都用没了
我也不知道我为啥要买纪梵希的这个粉饼"
和dior叠涂我终于get到了chili的美
Dior1992 haute couture
#综合修炼·男士品味# 男装DIOR也可以如此有型，以前还一直以为是主打女性的品牌。 深圳·华润万象城
Dior #999 真的是一个美丽的颜色
呲花删 #陈飞宇0409生日快乐# 他是《秘果》里心思细腻的段柏文，他是《将夜》里洒脱不羁的宁缺，他是Dior最年轻的千禧大使，他是青春里最美好的@陈飞宇Arthur 18岁生日快乐！#秒拍# 陈飞宇工作室的秒拍视频
#宣美# 近日instagram更新，Dior 2018春夏长裙与 #王丽坤# 电影宣传造型撞衫～
dior999超越740成为最近最常用的一只
姚佳汐今天早睡了吗的转运口红是DIOR漆光 #740网页链接
"Roger Vivier for Dior, photographed by Paul Schutzer"
"去年夏天的尾巴种草了Dior喷雾粉底，想着夏天都结束了，而且家里底妆那么多，来年再买吧，就这么心心念念了一年，然而……我的色号它竟然停产了……
以后再也不想控制自己了，想要的东西该买买，该囤囤！"
跟风买的Dior 999，一点也不适合自己 不开心
超模#卡莉·克劳斯#过去为Dior拍摄的广告大片，性感的红唇，夸张性感的卷发，满满复古画报女郎既视感~
"Today I feel super super super happy.
I really enjoy spending time in Shine.I love all the show.I think it is pretty good!

Nothing is important but selfbuilding.
We need changes!
喜欢joyce给我们做的Dior and Lv.
Everytime we play show.We always ...全文"
凌晨睡不着爬起来看 迟了好几个月的show 看见这条Dior 走秀款黑裙瞬间满血复活 好喜欢🌝🌝 意大利 ANNA166238009654的秒拍视频
"dior999真是我最近的心头好了
薄涂显白又温油！！！打call打call！！！！"
人生不相见，动如参与商。明日隔山岳，世事两茫茫。热爱生活的人，生活也爱他。《dior戴妃包》不妄求则心安，不妄做则身安。从来不把安逸和享乐看作是生活目的本身。
Dior护甲油功课#功课##Dior#
"天气原因
dior999 除了雾面版这个版膏体爱挂水珠
其余滋润版 夹心版 金属版等等版本好像目前还没
再热点就不知道了
所以爱不爱挂水珠其实跟膏体本身构成也是有关联的？"
"#今天你是什么味道的#
枕香，晚安
Miss Dior
Blooming bouquet"
Dior740 好看
"写论文的时候只有买买买才能给生活带点甜
TF的眼影每次买回来都用的很少 我可能真的只是想拥有而已disco dust和honey moon两个大热色一直放在柜子里生灰 最爱的居然是03号cocoa mirage。。这次收了01和12
上个月买的becca的高光也还没拆封 结果又买了一直想买的dior002和double gleam
口 ...全文"
刚才突然闻到一阵Dior花漾甜心的味道，我还在想我室友为啥半夜喷香水，仔细一闻是花露水，惊了，真的好闻，我不买香水了，买隆力奇！
今天用dior的花漾甜心 小刘说你今天好香呀有股ktv的味道 ？？？？？？？？？直男癌真可怕
#欢度五一# ……TF80 Dior771 YSLn11…除了质地不一样之外…其他…？？？我色弱了？？？
"dior平光镜
可以配近视！提供验光单即可！
这次考虑到很多妹子都近视 平时也需要平光镜来装饰 所以给大家上了这一款！
真的好好看啊啊啊啊啊！！
#复古眼镜框##眼镜#"
刚刚我朋友给她的爱豆应援花了三千，说是给爱豆剧组送吃送喝送爱马仕Dior，感慨90后追星好有钱啊，对不起我们二哥啊，连看个演唱会我都没花过一分钱，难怪湖了
"昨天跟随着sephora小姐姐算是盲选了一只dior 回家发现是热门色号开心心
没事没事没事没事没事没事没事没事我是最坚强的"
"比dior还好用，买吧
难得喜欢香奶奶的产品"
发现现在的零花钱，Dior口红，自助餐卷，本子，水杯等等都不用花钱买，全都是奖励的忙起来的感觉很好，就让我好好沉浸在忙碌的生活里吧
一堆Dior758
"发条微博纪念一下我人生中的第一支Dior999
虽然是别人的，哈哈哈哈哈哈哈哈哈哈"
"【羽生结弦】【MAD】愛是一种《信仰》／COC预警／ UP主: 世界最Dior牛魔王330
#bilibili# 网页链接"
"Dior 999真的超级显白了
因为...我涂完这个我哥来了一句…我们家的面粉还有吗"
我连续四天用Dior868了 喜欢决定再用一周
💄我只爱Dior
某人！一人饮酒醉后对我大肆表白，听着我都害臊，期待你下辈子是个男人拥有Dior
Dior999真的是一只越涂越好看的口红，以前没有get到它的美，现在已经和mac chill 并列心头第一爱，反正这几天出门就抓起它【🙈🙈】
"刘雯 x Christian Dior spring 2010 detail
她真好看"
"#人间dior顺井屿#打卡卡咔咔咔
卡卡咔咔咔
卡咔咔咔"
我们银行要求实习涂正红色口红，我那么多口红却到现在都没有正红色，看来我又要剁手了啊小姐姐们，Dior999好看吗？刚买的mac的真的巨干巨不好用啊！！！Mac一生黑了！还有北京女子图鉴里面陈可的口红真的太好看了#北京女子图鉴口红#
"话说昨天不是出了击昏的口红pick dior857嘛 然后我邕的pick是ysl唇釉12评论里还看到小狼的pick是tf细管10 发现我也是都有了～
请问碗妹们有没有其他成员的pick色告诉我啊 感觉可以出个合集呢"
Dior520 ladydanger seesheer 😂@lumman
"dior漆光524
不是你的三文鱼女孩💁🏻‍♀️"
#格乐丽雅玩转汝矣岛#离天空最近的美术馆，都市，印象。绘画，照片。小编这就带你去感受心跳的感觉！转发并@ 一位好友，心动礼物DIOR 999送给你~5月4日开奖！ 韩华格乐丽雅免税店的秒拍视频
回家顺来的妈妈的dior和dhc😂😂可怜兮兮
"Dior家唇釉今年是开挂了么 好看到飞起
（贫穷女孩的哭泣）"
dior999室内薄涂和室外厚涂
dior740 chili 雅诗兰黛333 tom ford16外加纪梵希小羊皮306 我咋觉得都一个色？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
dior740 chili 雅诗兰黛333 tom ford16外加纪梵希小羊皮306 我咋觉得都一个色？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
"吃土少女的最后一把奢侈
这个月心心念念的Dior421又要下个月了😞"
刚刚打开一个网页 弹出卡拉迪瓦伊代言Dior的广告 妈耶 我卡抽的声音真的是性感到不行 优秀😘
Dior 男装门店活动：陈飞宇 （陈凯歌儿子）、黄景瑜、苗苗（芳华女主角之一）、Maxi李诗颖，本人都好美好帅啊！ 上海·上海市静安区南京西路恒隆广场
"昨夜恣意潮牌复刻放松着自己，浏览网页居thombrowne然到了凌晨3点。当困意袭来，再也无法抵挡的时候，只好恋恋不balenciaga舍地关了电脑，钻进了,burberry被窝。睁眼时，窗外已是天光大亮，手机显示的时间是10：08。天哪，已经多久没Dior有这样放松自己，一觉睡到自然醒了。拉开窗帘"
"昨晚🌝
某直男跟我说:我给你买Dior999吧，你不是想要的嘛💄
我:我现在不想要了😒
他:别呀，999也还好啦，不贵🤗
我:……大哥！人家是色号！不是啦价格
#论男生和女生究竟有多大的思维差异#"
"希望全世界的女生都去买一支Dior421
（试色是不可能试色的）"
"Dior lacquer plump
种草了，很想拥有了，好好看"
新宠感谢粑粑和小舅昨天给我发的红包难过的是，dior999和mac chili颜色真的挺像的，尤其在我嘴上
"Dior421火了这么久这
是真实的焦糖奶茶色吗
不会上嘴就变猪肝了吧
不想再上小红书的当了"
"你们知道9号是啥日子…
最近入的口红太多了
闲鱼没怎么用过的几支出去
dior080 买的时候用了一次
mac diva 一次也没用
mac ruby woo 也是买的时候用了一次
买太多…发现都不适合自己，没涂的那个有个口红和这一样了
都是香港和美国入的，想要的私我，全都便宜出了"
"消解情绪情绪还有别的方式：买！
ysl银管11我真的想把它吃掉！！！
就上班之后口红的色域越来越窄了啊～除了豆沙红就是豆沙红！这款我真的！！！求求你们买一支吧！！太好用了！颜色一点都不跳跃，非常适合上班用！继GIVENCHY301和dior888后新宠！
种草完毕！我要去吃口红啦～啦啦啦～"
发布了头条文章《Dior lady戴妃包》美羊羊麦包包因为我始终拥有最初的心动，总想让心定情淡三格烫钻吹来了你的塔罗系列却怎么也无法让情不驿动，所有的深情便会在我心里默默延展。怨只怨，当初君风华钟情之际，我却无缘识君；惜只惜，如今我执着怀爱之时，君心却另有所属。
#傻dior对话两则#
希望自己以后能经济独立，能让父母吃好的住好的，自己能养活自己，自己买得起lamer. SK-ll. Dior……等等，看到自己喜欢的东西自己付得起，不靠别人
心塞了 其实是去拿耳机 顺便看tom ford新出的液体唇彩 跟水蓝色的dior那款maximizer有没有上市 结果除了耳机啥计划的都没有做 又因为颜值买了罐白鱼子 休息在家就会乱花钱 果然还是让我回去上班吧
"DG . LV . Dior .
购物跟心情有关。
心情不好，买
看样子最近心情真的不好了。
别让我等太久。
太久就不喜欢了。"
#遇见春光##陈伟霆##女装#赵丽颖angelababy、刘嘉玲各自为dior录制了一段关于love的英文视频，其中赵丽颖说英语这段被网友们议论较多，果然是没有对比没有伤害#新鲜事##陈伟霆##angelababy##刘嘉玲#
最近对dior情有独钟
『创造了穿Dior的美少女战士，嫁给坑神，她才是华丽征服世界的壕公主』网页链接
Dior771太鸡儿紫了涂了这么多次今天才感jio出来
一大早忍不住的想吐槽一下鸡肋的Dior气垫真tm难用
"送给即将要过夏天滴女银们：
没人知道你的口红
是Chanel,Dior
YSL还是Tom Ford
没人看清你腰上的DG
LV是真是假
钱包里有钱还是有卡
但你脸大还是脸小
腿粗还是腿细
臀翘还是不翘
三米之外就看到了"
梦见了我的初恋，也不算初恋就是我小学的同桌，互相有好感，那天和我姐聊天听我姐说，我初中阑尾炎手术他还特意买的东西来看我呢！我都给忘了，记得高中他回国也特意和我见面还送了我一套Dior的香水套装，还给我买个流氓兔的钱包，现在想想多么好的男人啊，那么大就会送香水，现在也不知道他过的怎么样 ...全文
这么多年我终于学会欣赏Dior jadore了。还记得十多岁第一次闻这瓶香水的时候心想什么鬼，现在我终于可以品味成熟美了呢。🤔
能做到的也就只有Dior999了
发布了头条文章《 Dior lady戴妃包》你是不是和我一样，庆幸微博没有「最近访客」这一栏，因为我几时几分想你和我一天想你多少遍，都是秘密。
屋里小姐姐都要去远方工作了，以后见面的次数就越来越少了，我们三个有合照还是很久很久以前了吧，去年7月份吧，然后就是我一直在这里等你们回来，回来一次约一次 下次又不知道是什么时候，珍惜眼前，很爱很爱你们 希望一切都顺利，欧尼别忘了说好挣钱了给我的Dior哦 ...全文
今天出门前喷了一点香水 不小心喷到了床铺 现在睡在散发着淡淡miss dior果香调的被单上 感觉自己是一个精致又做作的猪猪女孩 晚安🌙
Western girl in #Dior#
"閉上眼打算睡覺的一瞬間
突然間想到的就是那年暑假飛機落地俄羅斯的時候 爬起來翻看照片
當地十一點多
下飛機走出通道的時候隔著玻璃看見免稅店都關門了
記得看見很大個Dior牌子的時候
開始有些許激起了旅遊的興奮
後來很多一長串的教堂和地名都不記得了
住過酒店的好壞也不記得了
記得在飛機上嘗試和 ...全文"
继续宠粉～ 今晚送dior口红如何
#陈伟霆必胜客##Dior# 爱你@特立独行的暴脾气HUA
dior740试色
"别人吃包子我吃包
不算全部只是买了还没背过的就有几个了
又买了
有时候我甚至会忘了自己买过所以突然看到哪只包然后我心里os我还买了这个...
类似情况还有口红
我很爱盲买
然后就撞了dior口红版的775，整理柜子发现以前买的唇蜜版775【我根本不记得，看到才知道色号一样，而且我就真的不爱玫红 ...全文"
"突然觉得自己很圆满了
感谢@昂昂你别打哈欠
感谢@ （我的婆婆）
每个色都是心头爱！
mac:ruby woo，chili ，see sheer
Dior:01
tf：09
阿玛尼:405
Ysl:11"
"珠宝的魅力在于如何把女性的美丽精致在举手投足之间展现出来。这些都是工艺与美学的完美结合！
in Dior💗"
"向来不咋跟风的我
忽然迷上了Dior740
这个色越看越好看
我最近好像掉进橘棕色系的坑了"
不管你们怎么说～我就是敲喜欢这个焦糖奶茶色，dior421啦
"向来不咋跟风的我
忽然迷上了Dior740
这个色越看越好看
我最近好像掉进橘棕色系的坑了"
不管你们怎么说～我就是敲喜欢这个焦糖奶茶色，dior421啦
Dior的080也好看，上面的是080，下面的999
"突然发现 只有两根是我自己买的
满足 感动 珍惜
#莫负好春光##全民晒口红##Dior##NARS##圣罗兰##tf口红mini#"
幸福的被捧在手心无需坚强，而坚强的却是不得不坚强。”谁说幸福的女人不需要坚强？lady谁说坚强的dior戴妃包女人不可以三格幸福？被宠爱并不是幸福的徽章全部，自己创造的幸福比别人给予的更有喜悦和安全感。做第三种女人，坚强并幸福着。
"隆重介绍一下我的小可爱们～
从左到右依次是dior877, dior999, Chanel46, 3ce116,YSL12，Mac cockney, Mac chili～
总结只有一句，chili大法好！"
想了想，给单位个面子，去开会还是背Dior穿套贵点的职业装吧 ，毕竟是去上海开会
