place,mag,time
Taiwan,,627559631720
Taiwan,4.3,627362869880
Taiwan,,626095867530
Taiwan,,625940793100
Taiwan,,625646444720
Taiwan,,625609538260
Taiwan,,625528395740
Taiwan region,,625190702450
Taiwan,,625173765230
Taiwan,,625057999510
Taiwan,,624842828010
Taiwan,,624284680340
Taiwan,4.4,624177570880
Taiwan region,,624054288090
Taiwan,,624042313460
Taiwan,,624007537340
Taiwan region,,623803002550
Taiwan,,623670159390
Taiwan,,623498303390
Taiwan,,623398994050
Taiwan region,5.5,622576298230
Taiwan,3.7,622216466100
Taiwan,4,622118491650
Taiwan,,621719336270
Taiwan region,,621241602990
Taiwan,4.8,621159513170
Taiwan,4.9,621158248570
Taiwan region,4.1,619904612870
Taiwan,4.6,618975081420
Taiwan,,618786264910
Taiwan,,618515229700
Taiwan,,618451848210
Taiwan,,618451405830
Taiwan,,618358383470
Taiwan,,618346885880
Taiwan,,618345342380
Taiwan,,618344147030
Taiwan,,618338296500
Taiwan,,618298369500
Taiwan,4.4,618247954980
Taiwan,,618216416960
Taiwan,4.2,618158971770
Taiwan,4.2,618148509490
Taiwan,4.5,618147907530
Taiwan,4.6,618147618250
Taiwan region,4.8,618147408430
Taiwan,6.6,618147080430
Taiwan,,617884885700
Taiwan,4.2,617645895870
Taiwan,4.3,616439985360
Taiwan,,616002389140
Taiwan,,616000027680
Taiwan region,,615363505280
Taiwan,,613412984950
Taiwan,,613393683480
Taiwan,5,613316788070
Taiwan,,612959298090
Taiwan,4.5,612929167940
Taiwan,,611752188950
Taiwan region,3.5,610475107900
Taiwan region,4,609045242500
Taiwan,,608321065550
Taiwan region,4.6,607293515480
Taiwan,,607230228960
Taiwan region,4.6,606640220740
Taiwan,,606505982250
Taiwan,,606497382540
Taiwan,,605763398610
Taiwan,,604568746970
Taiwan,,604418171570
Taiwan region,,604223578470
Taiwan,4.8,602547050540
Taiwan,4.4,602489680640
Taiwan,4.2,602374926410
Taiwan,4.2,602365845940
Taiwan region,4.3,601714275370
Taiwan region,4.9,601177432130
Taiwan,4.6,600284501340
Taiwan,4.3,595930441640
Taiwan,4.3,595191698300
Taiwan region,4.8,593068043170
Taiwan region,6,593006967720
Taiwan,4.9,592656366150
Taiwan,3.8,592482436590
Taiwan,,591263497800
Taiwan,,590472891110
Taiwan,,590018051260
Taiwan,4.1,589723433400
Taiwan,,589561535940
Taiwan,,589395316800
Taiwan,,587934765760
Taiwan region,5.4,587274057470
Taiwan,3.9,586940687550
Taiwan region,4.9,585513571440
Taiwan,5.9,585443736650
Taiwan,4.7,583910439750
Taiwan region,3.6,583705697550
Taiwan,,583335270400
Taiwan,4.1,583296405960
Taiwan,,583223672990
Taiwan,,583067463000
Taiwan,3.9,581631792620
Taiwan,,581421444640
Taiwan region,4.5,580773113210
Taiwan,,580311835450
Taiwan,4.2,580160565360
Taiwan,4.2,580122424780
Taiwan,4.5,580069050840
Taiwan region,,580016281790
Taiwan region,4.9,579762158690
Taiwan,3.8,578689445210
Taiwan,4.5,578251746050
Taiwan,5.5,577915409180
Taiwan,,577644773920
Taiwan,,577644357830
Taiwan,4.3,577643249430
Taiwan,5,576801316460
Taiwan,,576787517590
Taiwan,,576752510630
Taiwan,,576724440440
Taiwan,4.7,576509686330
Taiwan,,576427133500
Taiwan,,576425368430
Taiwan,,576408446800
Taiwan,,576393790010
Taiwan,,576390988780
Taiwan,4.2,576387693210
Taiwan,4.9,576386675940
Taiwan,,576385884960
Taiwan,5.6,576385507230
Taiwan,,575465370520
Taiwan,4.6,574173990910
Taiwan,4.9,573362480140
Taiwan,,573050435830
Taiwan,,572308871280
Taiwan,,571527641760
Taiwan,4.8,570518805820
Taiwan,3.9,570488485110
Taiwan,,570439079000
Taiwan region,4.6,570139141510
Taiwan,,570129922520
Taiwan region,,569772044640
Taiwan region,3.9,568493733430
Taiwan,,568301165840
Taiwan,3.8,568083922170
Taiwan,,567797067410
Taiwan,,566828244500
Taiwan,5.2,566805223670
Taiwan,,566728859620
Taiwan,4.6,566635995540
Taiwan,4.3,566494197490
Taiwan,,566123466920
Taiwan,4.2,565779642970
Taiwan,4,565756576460
Taiwan,4.7,564830138740
Taiwan,3.7,563789517900
Taiwan,5,563517188750
Taiwan,4.1,563151358630
Taiwan,4.1,562497055580
Taiwan,4.2,561893198390
Taiwan,4.3,561778518100
Taiwan region,4.6,557716770580
Taiwan,4.4,557062652250
Taiwan region,4,556389705360
Taiwan,4.8,554747684300
Taiwan,5.1,553690118560
Taiwan,4.5,553119493340
Taiwan,4.1,552055667550
Taiwan,5.2,551777936840
Taiwan,4.6,551572719650
Taiwan,,550638439410
Taiwan region,5,548004662760
Taiwan,4.5,546467731270
Taiwan,4.2,546208844290
Taiwan,3.9,545779365490
Taiwan,5,545748576950
Taiwan,4.2,545159863530
Taiwan,4.5,542320338710
Taiwan,3.9,541824947980
Taiwan,,541809499190
Taiwan,4.8,540440566950
Taiwan,4.1,539631680920
Taiwan region,,539521468050
Taiwan,5,539439322960
Taiwan,,538336716540
Taiwan,4.9,537738102150
Taiwan,,537302011410
Taiwan,4.1,536975176810
Taiwan,5.7,536908068130
Taiwan,,536427147140
Taiwan,3.7,535849168610
Taiwan,4.1,535685380040
Taiwan,4.3,534696176290
Taiwan,5.2,534642921050
Taiwan,4.8,534595201450
Taiwan,3.5,534532672280
Taiwan,4.5,534485627090
Taiwan,4.7,534313625770
Taiwan,3.7,534202806390
Taiwan,4,534105107590
Taiwan,5.1,533703831070
Taiwan region,4.9,533688604170
Taiwan,4.8,533382584260
Taiwan,4,533227913090
Taiwan,3.9,533223552300
Taiwan,4.3,533191192800
Taiwan,4.3,532834087650
Taiwan,4.1,532812501230
Taiwan,4.9,532754812940
Taiwan,4.3,532745376150
Taiwan,,532707015430
Taiwan,5.2,532687753920
Taiwan,4.1,532666252340
Taiwan,4.3,532644014780
Taiwan,,532620130860
Taiwan,4.3,532617587970
Taiwan,4.9,532610475660
Taiwan,4,532578077900
Taiwan,4.1,532560647530
Taiwan region,4.4,532558583050
Taiwan,4.5,532547219490
Taiwan,4,532534507500
Taiwan,4.5,532531871200
Taiwan,5,532530837690
Taiwan,4.9,532508844610
Taiwan,4.2,532502774210
Taiwan,4.8,532475127080
Taiwan,4.3,532453738160
Taiwan,4.4,532453028760
Taiwan,4,532451012120
Taiwan,4.5,532430911980
Taiwan,4.4,532429368360
Taiwan,5.8,532423447210
Taiwan,4.3,532417932590
Taiwan,,532416979780
Taiwan,4.5,532412648430
Taiwan,4,532410774050
Taiwan,5,532409099740
Taiwan,4.4,532408067320
Taiwan,4.2,532404648890
Taiwan,5.4,532400402160
Taiwan,4.5,532399090290
Taiwan,3.9,532398822650
Taiwan,5.3,532397862830
Taiwan,4.8,532396584170
Taiwan,5,532394963330
Taiwan,6.3,532393477090
Taiwan,5.3,532391662650
Taiwan,7.4,532387210550
Taiwan,5.4,532387205070
Taiwan,4.3,531719568490
Taiwan region,4.4,528197794970
Taiwan region,5.5,524131556830
Taiwan,5.5,523107110190
Taiwan,4.2,518851006710
Taiwan region,4.2,518543818520
Taiwan,4.5,518438449220
Taiwan,5.3,518286059520
Taiwan,4.7,518285697440
Taiwan,4.4,518272996660
Taiwan,3.9,517841081630
Taiwan,4.4,517636640530
Taiwan,4.8,517312928300
Taiwan,4.7,517312693460
Taiwan,5,517179601140
Taiwan,4.9,517168043840
Taiwan,4.4,517071140460
Taiwan,5.5,516951450650
Taiwan,6.2,516950746960
Taiwan,5,515926748610
Taiwan,,513499033510
Taiwan,4.4,513310503110
Taiwan,4.4,512048735240
Taiwan,4.5,511865841670
Taiwan,5.9,511850732870
Taiwan region,4.3,508561699850
Taiwan,4.5,507277161350
Taiwan,4.7,507092019050
Taiwan region,6,506264671350
Taiwan,,504718926400
Taiwan,,504697539340
Taiwan,,504620717960
Taiwan,,504620677120
Taiwan,,504585584690
Taiwan,,504514444540
Taiwan,,504508453650
Taiwan,,504465381840
Taiwan,,504397495660
Taiwan,,504195848650
Taiwan,,503992709230
Taiwan region,,503611157420
Taiwan,,503471250840
Taiwan,,503221064960
Taiwan,,503199615420
Taiwan,,503167812290
Taiwan,,502966049010
Taiwan,,502663038120
Taiwan region,4.9,502630503030
Taiwan,,502601330190
Taiwan,,502600939100
Taiwan,,502499274660
Taiwan region,,502348496750
Taiwan,,502320581890
Taiwan,,502292828560
Taiwan,,502244697120
Taiwan,,502220893800
Taiwan,,502093817100
Taiwan,,501943607650
Taiwan,,501924074850
Taiwan region,5,501812824220
Taiwan,,501668134360
Taiwan region,,501602442700
Taiwan,,501532709180
Taiwan,,501318032760
Taiwan,,501233088260
Taiwan,4.2,500941522850
Taiwan,,500668440260
Taiwan,,500531702320
Taiwan,,500319961760
Taiwan,,500199861350
Taiwan region,4.8,500189115080
Taiwan,,499929587660
Taiwan,,499825279100
Taiwan,,499799192480
Taiwan,,499790635390
Taiwan,,499604517170
Taiwan,,499603219150
Taiwan,,499215819270
Taiwan,4.4,499145438630
Taiwan,4.2,499069132470
Taiwan,,499044750180
Taiwan,,498958523070
Taiwan,4.4,498958060510
Taiwan,,498908805760
Taiwan region,4.9,498370332490
Taiwan,4.2,497284027930
Taiwan,,497253664710
Taiwan,,496704216420
Taiwan,,496646005230
Taiwan,,496235947890
Taiwan region,,496235437770
Taiwan region,4.6,495816152070
Taiwan,3.9,495812717540
Taiwan,3.8,495481609180
Taiwan,,495363861580
Taiwan,3.6,494856225520
Taiwan,,494785240250
Taiwan,,494763247850
Taiwan,,494433368150
Taiwan,,494262703830
Taiwan,,494095677230
Taiwan,,493933847220
Taiwan,,493903913250
Taiwan,4.9,493354930420
Taiwan,,492867247120
Taiwan,,492808283980
Taiwan,,492785878100
Taiwan,,492703993810
Taiwan,,492696290310
Taiwan,4.4,492654093390
Taiwan,,492643374220
Taiwan,,492597772540
Taiwan,,492591153460
Taiwan,3.7,492323193080
Taiwan,,492168181140
Taiwan,,492103265170
Taiwan,4.4,492095900040
Taiwan,4.8,492094955130
Taiwan,5.5,492094839300
Taiwan,4.1,491581836300
Taiwan region,4.2,491311829530
Taiwan,,491001310070
Taiwan,,490933829110
Taiwan,,490918033050
Taiwan,,490876626630
Taiwan,,490871074570
Taiwan,,490797959370
Taiwan,,490332114990
Taiwan,4.8,489863180020
Taiwan,,489701507740
Taiwan,4.2,489516093160
Taiwan region,4.8,489343201710
Taiwan,,489257719440
Taiwan,,489152663500
Taiwan,3.8,488508972320
Taiwan,4.2,488324223180
Taiwan region,4.9,488284376190
Taiwan,,488061231410
Taiwan,,487999792690
Taiwan,,487919247990
Taiwan,,487593738300
Taiwan,,487576733210
Taiwan,,487543815610
Taiwan region,4.5,487541129670
Taiwan,,487509599020
Taiwan,,487221814580
Taiwan,,486912688790
Taiwan,,486844726370
Taiwan,,486744983900
Taiwan,,486727399530
Taiwan,,486497774090
Taiwan region,3.6,486195718580
Taiwan,,485881754850
Taiwan,,485823194280
Taiwan,,485445040420
Taiwan,,485309593280
Taiwan,,485271549420
Taiwan,,484972057620
Taiwan,,484616161890
Taiwan,,484539441830
Taiwan,,484499403160
Taiwan,,483927499570
Taiwan region,,483713305530
Taiwan,,483572914610
Taiwan,,483462461030
Taiwan,,483235305180
Taiwan,,483186665150
Taiwan,,483091931820
Taiwan,,482899542860
Taiwan,,482075224060
Taiwan,,481990333590
Taiwan,,481856841060
Taiwan,,481854443720
Taiwan,,481752189910
Taiwan,,481655971010
Taiwan,4.4,481372357010
Taiwan region,,481007167030
Taiwan,,480915667800
Taiwan,,480668400060
Taiwan,,480569920070
Taiwan,,480401130000
Taiwan,,480372579890
Taiwan,,480235445220
Taiwan,,480177096250
Taiwan,,480063813780
Taiwan,,479964627630
Taiwan,,479837597960
Taiwan,,479770736790
Taiwan,,479761317060
Taiwan,,479603304090
Taiwan,,479602233010
Taiwan,,479563591880
Taiwan,,479561989490
Taiwan,,479561396490
Taiwan,,479556507810
Taiwan,,479181762560
Taiwan,,478870812260
Taiwan,,478677345780
Taiwan,4.2,477835604180
Taiwan,,477693845480
Taiwan region,3.7,476124139660
Taiwan,,475770362060
Taiwan,,475484332870
Taiwan,3.8,475234166490
Taiwan,,475201307760
Taiwan,4.2,475156224130
Taiwan,,474960307770
Taiwan,,474533512280
Taiwan,,474405088570
Taiwan,,474357255380
Taiwan,,473911424680
Taiwan,,473796427150
Taiwan,,473662661680
Taiwan,,473580478410
Taiwan,,472964525330
Taiwan,,472930259260
Taiwan,,472856851820
Taiwan,,472643252430
Taiwan region,,472503151000
Taiwan,,472351645880
Taiwan,,471989976410
Taiwan,,471169057060
Taiwan,,471135685000
Taiwan,,470814750600
Taiwan region,,470806885250
Taiwan,,470337630820
Taiwan,,470176145510
Taiwan,,470104615660
Taiwan region,,469970902300
Taiwan region,,469807178880
Taiwan,,469775293990
Taiwan region,4.8,469307643470
Taiwan,,469236649240
Taiwan,,469092764550
Taiwan region,,468943632610
Taiwan,,468619446520
Taiwan,,468550061250
Taiwan region,4.7,468520624970
Taiwan,,468291414910
Taiwan region,,468042453300
Taiwan,4.2,467884580530
Taiwan region,,467730593140
Taiwan,,467578357840
Taiwan,,467554111420
Taiwan region,4.9,466516247790
Taiwan,,466156716670
Taiwan,,465066471760
Taiwan,,464935665940
Taiwan,,464929496010
Taiwan,,464468055240
Taiwan region,4.9,464408201610
Taiwan,,463839141220
Taiwan,,463795879500
Taiwan,,463468991600
Taiwan,,462335537200
Taiwan,4.8,461875463710
Taiwan,3.9,459583620690
Taiwan,,459519719000
Taiwan,,459444869740
Taiwan region,,459347886960
Taiwan,,459319328040
Taiwan,,459311777060
Taiwan,,459306753210
Taiwan,,459253187420
Taiwan,,459144927300
Taiwan region,4.4,458750806520
Taiwan,,458738778030
Taiwan,,458390442200
Taiwan region,,457835696590
Taiwan,,457775727660
Taiwan,,457471658550
Taiwan,,457143374230
Taiwan,,456734152570
Taiwan,,456292014120
Taiwan region,4.6,455077364590
Taiwan,4.7,455010297680
Taiwan,4.7,453925470500
Taiwan region,4.8,452432517650
Taiwan,,450954595350
Taiwan region,,450516691170
Taiwan region,,450495674670
Taiwan,,450474237970
Taiwan,,449866751590
Taiwan,,449054259430
Taiwan,,448822080930
Taiwan region,4.3,448469076560
Taiwan,,448203102810
Taiwan,,448201558630
Taiwan,,448106021100
Taiwan,,446930392390
Taiwan,,446665205390
Taiwan,,446625177840
Taiwan,4.6,446386525610
Taiwan,,446316385000
Taiwan,,446180770460
Taiwan,,446134243990
Taiwan,,445638638470
Taiwan,,445453411230
Taiwan,,444780124020
Taiwan,,444066554350
Taiwan,,443953580600
Taiwan,,443794362160
Taiwan,,443773730110
Taiwan region,,443770311340
Taiwan,,443637464150
Taiwan,,443100429570
Taiwan,,442969724400
Taiwan,,442689597140
Taiwan,,442538841060
Taiwan,,442364636450
Taiwan,,442047609590
Taiwan region,,441788453780
Taiwan,,441685140470
Taiwan,,441672839410
Taiwan,,441562386930
Taiwan,,440951844840
Taiwan,,440863030520
Taiwan,3.7,440258866020
Taiwan,4.9,439700022560
Taiwan,,439037224650
Taiwan,,438677891680
Taiwan,,438673898940
Taiwan,,437480019310
Taiwan,,437428400060
Taiwan,,436561896510
Taiwan,,436458415590
Taiwan,,436363727720
Taiwan,,436199189300
Taiwan region,,436098135540
Taiwan,,436071646320
Taiwan,,435482174170
Taiwan,,435079961490
Taiwan,,435069340110
Taiwan,,435047656240
Taiwan,,434828705280
Taiwan,5,434172577040
Taiwan,,433682465340
Taiwan,,433525276520
Taiwan,,433233731690
Taiwan,,433008383710
Taiwan region,,432994023700
Taiwan,,432987571230
Taiwan,,432976264830
Taiwan,,432834962590
Taiwan,,432704078660
Taiwan,,432627282280
Taiwan,,432453938880
Taiwan,,432266089450
Taiwan,,431863467240
Taiwan region,,431586996760
Taiwan,,431062746380
Taiwan,,431026505310
Taiwan,,431013819350
Taiwan,,430983355420
Taiwan,,430924336460
Taiwan,,430914203400
Taiwan,,430729263790
Taiwan,3.9,430586256580
Taiwan,,430547787450
Taiwan,,430444799580
Taiwan,,430408813710
Taiwan,,430280280290
Taiwan,,430212573540
Taiwan,,430056211090
Taiwan,,429652062750
Taiwan,,429451834780
Taiwan,,429246460030
Taiwan,,429113508050
Taiwan,,429107378220
Taiwan region,,429095278750
Taiwan,,428977522860
Taiwan,4.9,427113546720
Taiwan,4.6,427042545660
Taiwan,,427034916260
Taiwan,,426967936530
Taiwan,,426794453680
Taiwan,4.3,426783952660
Taiwan,,426762397500
Taiwan,,425808894230
Taiwan,,425234017420
Taiwan,,425097152970
Taiwan,4.4,425076903220
Taiwan,,425074044820
Taiwan,,425064510910
Taiwan,,424822957780
Taiwan,,424601730420
Taiwan,,424416595540
Taiwan,,424004083030
Taiwan,,423984365710
Taiwan,,423783120340
Taiwan,,423336237350
Taiwan,,423220349080
Taiwan,,423023525730
Taiwan,,423020501230
Taiwan,,422505723640
Taiwan,,422237961500
Taiwan,,422199761670
Taiwan,,422131370660
Taiwan,,422010946850
Taiwan,,421958261890
Taiwan,,421887815700
Taiwan,,421867480010
Taiwan,4.4,421829481400
Taiwan,,421640394310
Taiwan,,421391230430
Taiwan,4.9,421377538110
Taiwan,,421376337020
Taiwan,5.6,421373705560
Taiwan,,421359159800
Taiwan,,421355401680
Taiwan,,421209566470
Taiwan,4.7,421199881830
Taiwan,,421154116210
Taiwan,,420699094650
Taiwan region,,420624969170
Taiwan region,,420556227030
Taiwan,5,420228935880
Taiwan,,420069717090
Taiwan region,4.4,420049472640
Taiwan,,420031183890
Taiwan,,419818270160
Taiwan,,419748185280
Taiwan,,419721286490
Taiwan,,419711373130
Taiwan,,419254572300
Taiwan,,419192740010
Taiwan,,419189931650
Taiwan,,419189827780
Taiwan,4.7,419189551860
Taiwan,,419165003520
Taiwan,,419112946880
Taiwan,4.4,419112814300
Taiwan,,418792471440
Taiwan,,418014630430
Taiwan,,417999929950
Taiwan,,417966682520
Taiwan,,417796191910
Taiwan,,417665326330
Taiwan,,417548817020
Taiwan,,417446285140
Taiwan,,417002608940
Taiwan,,416780499070
Taiwan,,416775050210
Taiwan,,416211363590
Taiwan,,415785617900
Taiwan,,415780470120
Taiwan,,415780242700
Taiwan,,415587270390
Taiwan,,415587020460
Taiwan region,,415235028840
Taiwan region,5.1,415073136020
Taiwan,,414910519040
Taiwan region,4.6,414598462570
Taiwan,,414575247620
Taiwan,,413858687330
Taiwan,3.8,413781666200
Taiwan,4.9,413443664890
Taiwan,,413235723790
Taiwan,,413006856580
Taiwan,,412964695530
Taiwan region,,412830479840
Taiwan region,4.2,412822065960
Taiwan region,5,412819305910
Taiwan,,412430316020
Taiwan,3.9,412359869320
Taiwan region,4.8,412354949120
Taiwan region,,412300861840
Taiwan,,412005493100
Taiwan,,411805537820
Taiwan region,,411271986230
Taiwan,,411259771100
Taiwan,,411222600310
Taiwan region,,411004979710
Taiwan,,410933451840
Taiwan,,410916599220
Taiwan,,410702984720
Taiwan region,,410671961830
Taiwan,,410532685570
Taiwan region,,410106998820
Taiwan,,410092809740
Taiwan,,410004881520
Taiwan,,409655731600
Taiwan,,409496162700
Taiwan,,409414297360
Taiwan,,409143863250
Taiwan,,408501606780
Taiwan,,408452958420
Taiwan,,408111898990
Taiwan,,408067387700
Taiwan region,,407747534100
Taiwan,,407394545090
Taiwan,,407207384640
Taiwan,,406890679590
Taiwan region,,406854685810
Taiwan region,,406745178110
Taiwan,3.7,406546160370
Taiwan,,406485084580
Taiwan,,406378034300
Taiwan,,406095625810
Taiwan,,406027033710
Taiwan,3.9,406026982360
Taiwan,,405490668620
Taiwan region,5,405227311840
Taiwan,,405147789200
Taiwan,,405125542890
Taiwan,,404584964450
Taiwan,,404408287360
Taiwan,,404279245850
Taiwan,,404276000780
Taiwan,,404134739930
Taiwan,,404026784650
Taiwan,,403996982480
Taiwan,,403996733530
Taiwan,,403994124410
Taiwan,,403993020540
Taiwan,,403992295390
Taiwan,5.9,403992117200
Taiwan,,403991164960
Taiwan,,403931059370
Taiwan,,403870161440
Taiwan region,,403774462100
Taiwan,,403475565000
Taiwan region,3.6,403412940430
Taiwan region,,403289612910
Taiwan,,402946452840
Taiwan,4,402432959710
Taiwan region,4.2,401736631560
Taiwan,,400924834300
Taiwan,4.2,400828223510
Taiwan,4,400586264330
Taiwan,,400450763960
Taiwan,4.5,400069249040
Taiwan,,399943008220
Taiwan,4,397062987460
Taiwan,,396517435700
Taiwan,,396415048790
Taiwan region,4.6,396209158750
Taiwan,,396150613830
Taiwan region,,395598715610
Taiwan,,394154668860
Taiwan,,393667261480
Taiwan region,4.7,393367106800
Taiwan region,5.1,393366347220
Taiwan region,4.1,393310597480
Taiwan,,393143944050
Taiwan,,392933435550
Taiwan,,392931154840
Taiwan region,3.6,392699454630
Taiwan,,392307703400
Taiwan region,4.3,392022264650
Taiwan,,391559706610
Taiwan region,,391300350790
Taiwan,4.3,391207078500
Taiwan,,390640133490
Taiwan region,,389948196820
Taiwan,,389894901510
Taiwan,,389761853750
Taiwan,,389740201280
Taiwan,,389359910760
Taiwan,,389054809980
Taiwan,,388972352540
Taiwan region,,388562511120
Taiwan,,388558856530
Taiwan,,387318703100
Taiwan,4.1,387122661360
Taiwan,,387121124790
Taiwan,,386279238150
Taiwan,,386142629210
Taiwan region,4.6,385976238960
Taiwan,,385884472950
Taiwan,,385441456410
Taiwan,,385406737930
Taiwan,,385360195190
Taiwan,,385334797860
Taiwan,,385254693820
Taiwan,,384659958870
Taiwan region,,384120486780
Taiwan,4.4,383750611310
Taiwan,4.4,383551508070
Taiwan,,383432508270
Taiwan,,383424611380
Taiwan,,383283341790
Taiwan,,383119477420
Taiwan,,383050114320
Taiwan,4.2,382877203920
Taiwan,,382876451990
Taiwan,,382828205050
Taiwan,5,382812834620
Taiwan,,382693447820
Taiwan,,382270041210
Taiwan region,,382247823060
Taiwan region,,382192603010
Taiwan,,382147451040
Taiwan,,381685958660
Taiwan,,381547757180
Taiwan,,381016709260
Taiwan,,381003550110
Taiwan,,380860723920
Taiwan,,380765179020
Taiwan,,380728798350
Taiwan,,380728690750
Taiwan,,380723707260
Taiwan,,380719102760
Taiwan,,380701938300
Taiwan,,380695120420
Taiwan,,380684538270
Taiwan,,380674401410
Taiwan,,380670482370
Taiwan,,380669043390
Taiwan,4.1,380652375810
Taiwan,,380646177320
Taiwan,5.9,380643040410
Taiwan,,380641727700
Taiwan,,379997253740
Taiwan region,,379920076820
Taiwan region,4.2,379885928650
Taiwan region,4.2,379808874830
Taiwan,4.5,379366397880
Taiwan,,378953603870
Taiwan,3.9,378671920430
Taiwan,,378272585000
Taiwan,,378201785730
Taiwan,,378201289010
Taiwan,4.4,378143433390
Taiwan,,378111549920
Taiwan,,378041457050
Taiwan,,377996828260
Taiwan,,377944296780
Taiwan,,377864386150
Taiwan,,377864335850
Taiwan,,377857196340
Taiwan,4.1,377852850160
Taiwan,,377851117580
Taiwan,,376980998640
Taiwan region,,376683568550
Taiwan,,376007731650
Taiwan region,,375845814270
Taiwan,,375503231530
Taiwan,,375240605120
Taiwan,3.8,374787685850
Taiwan region,,373928964160
Taiwan,,373891498530
Taiwan,4.6,373562507600
Taiwan,,373094400500
Taiwan,,372751616610
Taiwan,3.7,372374307180
Taiwan region,,372192815800
Taiwan,,372124090670
Taiwan,,371648204960
Taiwan,3.9,371392028070
Taiwan,4.3,371320885630
Taiwan,,371234486310
Taiwan,,370990341590
Taiwan,,370555139820
Taiwan,4.1,370347433280
Taiwan,,370023127350
Taiwan region,4.8,369185574470
Taiwan,,369180290070
Taiwan,4,368859730140
Taiwan,4,368142996010
Taiwan,4,367463307660
Taiwan,,367142186250
Taiwan,,367140965080
Taiwan,,366981162590
Taiwan,,366972232380
Taiwan,,366320138480
Taiwan,3.9,365859390340
Taiwan,,365236855130
Taiwan,,365233726920
Taiwan,,365104126400
Taiwan,4.6,365102979790
Taiwan,4.1,364970785430
Taiwan,,364909560520
Taiwan,4.2,364879811240
Taiwan region,4,364835557450
Taiwan,,364733912380
Taiwan,,364321689270
Taiwan region,4.2,364145413530
Taiwan,,363966622420
Taiwan,,363897395810
Taiwan region,4.6,361945418080
Taiwan,,361388058280
Taiwan,,361310324440
Taiwan,,359819879490
Taiwan,,358742677960
Taiwan,,358732750430
Taiwan,4.2,358723371510
Taiwan,4,358710694830
Taiwan,,358682034650
Taiwan,4.2,357353609360
Taiwan,,356591072120
Taiwan,,356038338300
Taiwan region,4.1,355841523510
Taiwan,4.8,354838966930
Taiwan region,4.6,354580861570
Taiwan,,353702786930
Taiwan,,353675869420
Taiwan,4.7,352514529910
Taiwan region,5.9,352383225340
Taiwan,4.7,352088853300
Taiwan region,3.8,351591314330
Taiwan region,5.7,351547749920
Taiwan,,351487514660
Taiwan,,351348791430
Taiwan region,,351085180750
Taiwan region,,349740369300
Taiwan,5.6,349591895800
Taiwan,,349225656500
Taiwan,,349220181500
Taiwan,4.8,349193430600
Taiwan,,348108921700
Taiwan,4.2,347245812300
Taiwan,,346844660300
Taiwan,5.3,346524011200
Taiwan,4.4,346437340000
Taiwan,,344383720300
Taiwan,,344382301600
Taiwan,,344382132300
Taiwan,,344381441600
Taiwan,,344311726700
Taiwan,,344223906300
Taiwan region,,344078514900
Taiwan region,3.5,343575678600
Taiwan,5.2,343057021200
Taiwan,,342495346400
Taiwan,,341643255800
Taiwan,,340802192400
Taiwan,,340708361600
Taiwan,,340686858000
Taiwan,5.5,340675702600
Taiwan,,340655219700
Taiwan,4,340594473000
Taiwan,4,339857310800
Taiwan,4.1,339396624300
Taiwan,,339169266500
Taiwan,,338831188700
Taiwan,5,338727411400
Taiwan,,338532324900
Taiwan,,338466348500
Taiwan,,338219329700
Taiwan,,337514784700
Taiwan,4.6,333999747800
Taiwan,,333365681500
Taiwan,,333199338300
Taiwan region,3,332455207300
Taiwan,,332264401200
Taiwan,,330793108700
Taiwan,4.8,330780917700
Taiwan region,5.8,330168740300
Taiwan,4.4,328328860400
Taiwan,4.3,327631911800
Taiwan,4.2,324023941000
Taiwan region,5,323548204600
Taiwan region,5.2,322477184200
Taiwan,,320086270600
Taiwan region,4.4,319156056300
Taiwan region,,317897957500
Taiwan,,317611320000
Taiwan,,317604859100
Taiwan,4.1,317565129400
Taiwan,,317558596500
Taiwan,3.9,317558309500
Taiwan,4,317402539900
Taiwan region,,317338156400
Taiwan,,316511492300
Taiwan region,4.7,315959311400
Taiwan,4,315606830600
Taiwan,,315025175100
Taiwan region,5.1,314790391100
Taiwan,,314462042500
Taiwan,,313845886900
Taiwan region,4,313391018600
Taiwan region,4.8,313009783600
Taiwan region,4.3,312972381700
Taiwan region,4.8,312963352600
Taiwan region,5.7,312960317400
Taiwan,,312567632600
Taiwan,,312566991600
Taiwan,,309321431500
Taiwan region,4.5,308939956700
Taiwan region,3.8,308738764200
Taiwan,5,308206989800
Taiwan,4.2,307762561700
Taiwan region,4.3,306908647200
Taiwan,4.2,306116511300
Taiwan,5.2,306104091400
Taiwan,5,305054420700
Taiwan,4.6,304551328300
Taiwan,4.2,304506247100
Taiwan,4.3,304440390600
Taiwan,,303996057700
Taiwan,,303865860300
Taiwan,4.3,303813273600
Taiwan,4,302721301200
Taiwan,4.2,301677628800
Taiwan region,,301531605300
Taiwan,5.1,301331548900
Taiwan,3.8,301295228500
Taiwan region,4,299828766900
Taiwan,4.3,297300025500
Taiwan region,4.4,297241146200
Taiwan,,297142285900
Taiwan region,5.1,297130137100
Taiwan region,4.5,296721167100
Taiwan,,296317002100
Taiwan,3.9,294573415600
Taiwan,,293305411400
Taiwan,,291090581000
Taiwan region,,290670795600
Taiwan region,4.6,290179703700
Taiwan region,3.7,289803123500
Taiwan,4.6,289226076700
Taiwan region,4.3,288543890100
Taiwan,,288336174700
Taiwan region,4.1,288039138300
