,title,like,location,price,country,style,review,bookmark,discount
16371,金馬美廚 Griller Spot,1.0,九龍灣展貿徑1號國際展貿中心E-Max 4樓421-425號舖,$101-200,多國菜,多國菜,(3 食評),46,
16372,AEON Supermarket,4.0,九龍灣宏照道38號Megabox 2樓,$50以下,多國菜,多國菜,(7 食評),23,
16373,現代煮意 Food Expression,1.0,九龍灣宏照道39號企業廣場三期1樓,$50以下,多國菜,快餐店,(1 食評),39,
16374,Marks & Spencer - 食品部 Marks & Spencer - Food Department,,九龍灣偉業街33號德福廣場一期G3舖,$51-100,多國菜,台式飲品,(1 食評),31,
16375,麗都自助餐廳 The Lido,1.0,九龍灣承豐道33號啟德郵輪碼頭世界夢號及雲頂夢號郵輪,$50以下,多國菜,自助餐,(2 食評),13,
16376,小魔怪主意 Gremlin's Idea (非門市),1.0,,$51-100,多國菜,海鮮,(1 食評),10,
16377,星夢餐廳下層 Dream Dining Room Lower,,九龍灣承豐道33號啟德郵輪碼頭雲頂夢號郵輪,$50以下,多國菜,自助餐,(1 食評),8,
16378,女皇駕到,1.0,九龍灣啟業道18號啟業商場地下YK3號舖,$50以下,多國菜,小食店,(2 食評),12,
16379,星宴 Vintage Room,,九龍灣承豐道33號啟德郵輪碼頭世界夢號,$101-200,多國菜,多國菜,(1 食評),3,
16380,大堂咖啡 Lobby Cafe,,九龍灣承豐道33號啟德郵輪碼頭雲頂夢號郵輪,$50以下,多國菜,小食店,(1 食評),3,
16381,焱丸物產有限公司 Enmaru Trading Co. Limited (非門市),,,$50以下,多國菜,網店/食品分銷,,13,
16382,英記茶莊 Ying Kee Tea House,,九龍灣偉業街33號德福廣場二期4樓431號舖,$101-200,多國菜,多國菜,,13,
16383,好主意美食到會 Good Ideas Catering Services Company Limited,,九龍灣宏冠道6號鴻力工業中心A座2樓17號舖,$50以下,多國菜,茶餐廳/冰室,(1 食評),12,
16384,咖啡坊精品咖啡烘焙專門店 Coffee Corner by FOREX,,九龍灣宏冠道6號鴻力工業中心A座8樓813室,$50以下,多國菜,咖啡店,,21,
16385,Octa Cafe,,九龍灣臨澤街8號傲騰廣場地下,$50以下,多國菜,多國菜,,21,
16386,HeaHa Party,,九龍灣景發工業中心宏開道13號12樓1及8室,$101-200,多國菜,樓上cafe,,49,
16387,Play Space,,九龍灣宏通街2號寶康中心2 樓209室,$101-200,多國菜,麵包店,,18,
16388,日月星快餐 Yat Yuet Sing Fast Food Shop,128.0,牛頭角牛頭角道15-19號嘉和園8號地下,$50以下,港式,粉麵/米線,(180 食評),3045,
16389,新南苑大排檔,14.0,牛頭角牛頭角道183號市政大廈1樓16至18號舖,$50以下,港式,火鍋,(25 食評),836,
16390,樂園粉麵牛什專家,23.0,牛頭角牛頭角道319號,$50以下,港式,粉麵/米線,(32 食評),258,
16391,華安餐廳 Wah On Restaruant,12.0,牛頭角定富街34號地下,$50以下,港式,茶餐廳/冰室,(23 食評),807,
16392,有口福 Delicious,10.0,牛頭角定安街定裕坊8號地下,$51-100,港式,粵菜 (廣東),(13 食評),132,
16393,醉香居,10.0,牛頭角牛頭角道3號得寶商場地下FC03號舖,$50以下,港式,串燒,(16 食評),337,
16394,龍城冰室 Dragon City Café,17.0,牛頭角牛頭角道55號利基大廈地下C舖,$50以下,港式,茶餐廳/冰室,(33 食評),94,
16395,阿太車仔麵,22.0,牛頭角牛頭角道307號地下B號舖,$50以下,車仔麵,港式,(40 食評),174,
16396,鑑記粥品,11.0,牛頭角牛頭角道183號牛頭角市政大廈2樓熟食中心,$50以下,港式,粥品,(12 食評),294,
16397,肉餅哥小炒料理 Meat Pie Gor,8.0,牛頭角振華道70號樂華南邨冬菇亭,$51-100,港式,中菜館,(15 食評),183,
16398,華漢茶餐廳 Wah Hon Restaurant,6.0,牛頭角聯安街34號地舖,$50以下,港式,海鮮,(13 食評),181,
16399,翠華餐廳 Tsui Wah Restaurant,18.0,牛頭角勵業街50號地下至1樓,$51-100,港式,無肉餐單,(62 食評),382,
16400,北記咖啡奶茶,6.0,牛頭角牛頭角道183號牛頭角街市熟食中心1樓,$50以下,港式,茶餐廳/冰室,(11 食評),503,
16401,天誠冰室 Tin Shing Cafe,4.0,牛頭角牛頭角道17號嘉和園嘉仁大廈地下30-33號舖,$50以下,港式,茶餐廳/冰室,(7 食評),120,
16402,蘭香園 Lan Heung Yuen Restaurant,78.0,牛頭角牛頭角道273-275號地下,$51-100,港式,茶餐廳/冰室,(131 食評),1093,
16403,海景粥店茶餐廳 Seaview Food Shop,6.0,牛頭角牛頭角道3號德寶商場地下A7號舖,$50以下,港式,粉麵/米線,(6 食評),133,
16404,松記糖水店 Chung Kee Dessert,10.0,牛頭角牛頭角道3號得寶花園地下A5舖,$50以下,港式,甜品/糖水,(34 食評),169,
16405,祥榮茶冰廳 Cheung Wing Tea Shop,16.0,牛頭角牛頭角道245-247號地下,$50以下,港式,茶餐廳/冰室,(30 食評),384,
16406,日芝麵堂 Cheese Don,4.0,牛頭角牛頭角道3號得寶商場地下FC08號舖,$50以下,港式,粉麵/米線,(11 食評),95,
16407,哈哈雪糕 HAHA Ice-cream,7.0,牛頭角牛頭角道3號得寶商場地下T107號舖,$50以下,港式,雪糕/乳酪,(8 食評),39,
16408,嘉豪酒家 Ka Ho Restaurant,15.0,牛頭角振華道20號安基商場地下及一樓1R1舖,$101-200,港式,酒樓,(45 食評),252,
16409,澳門咖喱王清湯腩,3.0,牛頭角牛頭角道315號地下,$50以下,港式,咖喱,(12 食評),118,
16410,滋味館粉麵,8.0,牛頭角牛頭角道3號得寶花園商場A1舖,$50以下,港式,粉麵/米線,(12 食評),131,
16411,金大班,2.0,牛頭角樂華南邨熟食亭地下9-12號舖,$50以下,港式,粥品,(8 食評),50,
16412,明輝茶餐廳,8.0,牛頭角牛頭角道33號宏光樓地下1-2號舖,$50以下,港式,粉麵/米線,(19 食評),87,
16413,百喜茶餐廳,4.0,牛頭角牛頭角道15-19嘉和園地下13號舖,$50以下,港式,茶餐廳/冰室,(6 食評),85,
16414,美心MX Maxim's MX,5.0,牛頭角牛頭角上村商場1號舖,$50以下,港式,快餐店,(13 食評),30,
16415,五味俱全,4.0,牛頭角牛頭角道3號得寶商場地下FC07號舖,$50以下,港式,Food Court,(8 食評),61,
16416,靚記茶餐廳 Good and Cheap Restaurant,2.0,牛頭角安基苑商場地下12號,$50以下,港式,茶餐廳/冰室,(6 食評),32,
16417,富記車仔麵,20.0,牛頭角牛頭角道33號宏光樓地下16號,$50以下,車仔麵,港式,(28 食評),290,
16418,龍泉茶樓,2.0,牛頭角市政大廈熟食中心1樓,$50以下,港式,點心,(3 食評),67,
16419,泰華粥麵,2.0,牛頭角樂華村信華樓106-108號地舖,$50以下,港式,茶餐廳/冰室,(2 食評),17,
16420,明發雞煲之家,5.0,牛頭角聯安街17號,$51-100,港式,海鮮,(6 食評),141,
16421,大家樂 Café de Coral,4.0,牛頭角樂華北村樂華商場212號,$50以下,港式,無肉餐單,(9 食評),14,2018 Party 100美食9折
16422,八座小食,9.0,牛頭角牛頭角道3號得寶商場地下FC02號舖,$50以下,港式,小食店,(26 食評),248,
16423,金沙餐廰,2.0,牛頭角牛頭角道367號地下,$50以下,港式,茶餐廳/冰室,(9 食評),93,
16424,春天小廚 SPRING RESTAURANT & CAFE,2.0,牛頭角牛頭角道269至271號觀塘花園大廈孔雀樓地舖,$51-100,港式,中菜館,(3 食評),45,
16425,名昇館,1.0,牛頭角定安街120號地下,$50以下,港式,茶餐廳/冰室,(1 食評),21,
16426,金園麵家,3.0,牛頭角牛頭角道160號瑞其樓地下,$50以下,港式,粉麵/米線,(4 食評),49,
16427,牛下合利小廚,2.0,牛頭角牛頭角道183號牛頭角街市1樓C4號舖,$51-100,港式,火鍋,(2 食評),154,
16428,興記茶餐廳,6.0,牛頭角牛頭角道170號金和樓地下B舖,$50以下,港式,茶餐廳/冰室,(13 食評),208,
16429,一合火鍋料理,1.0,牛頭角牛頭角道3號得寶花園商場1樓R2號舖,$101-200,港式,港式,(1 食評),60,
16430,新記茶餐廳,4.0,牛頭角牛頭角道17號嘉和園地下,$50以下,港式,茶餐廳/冰室,(6 食評),49,
16431,濱記,3.0,牛頭角牛頭角道183號牛頭角街市1樓熟食中心C10號舖,$50以下,港式,粉麵/米線,(4 食評),18,
16432,聚興樓 Thui Hing Lau,1.0,牛頭角振華道70號樂華商場2樓205號舖,$50以下,港式,小食店,(1 食評),18,
16433,牛下真好味 Maji Yummy,2.0,牛頭角牛頭角道33號宏光樓地下,$50以下,港式,小食店,(4 食評),75,
16434,永發廚房 Wing Fat Kitchen,4.0,牛頭角牛頭角道55號利基大廈地下E號舖,$50以下,港式,茶餐廳/冰室,(15 食評),56,
16435,八記,1.0,牛頭角牛頭角道183號牛頭角市政大廈二樓熟食中心,$50以下,港式,粉麵/米線,(2 食評),8,
16436,盈東美食,1.0,牛頭角定安街100-102號仁寧大廈地下B及E舖,$50以下,港式,大牌檔,(2 食評),46,
16437,蛋撻王 King Bakery,2.0,牛頭角大業街31號協發工商大廈地下,$50以下,港式,外賣店,(4 食評),43,
16438,偉城粥麵店 Weu Shing Food Shop,2.0,牛頭角安華街2-8號A1號舖,$50以下,港式,粉麵/米線,(5 食評),79,
16439,進寶食品,1.0,牛頭角振華道20號安基苑商場1樓125號舖,$51-100,港式,火鍋,(1 食評),86,
16440,黃興記麵家,6.0,牛頭角定安街122號A舖,$50以下,港式,粉麵/米線,(9 食評),125,
16441,安哥裕民坊葛菜水,1.0,牛頭角牛頭角道3號得寶商場T184號舖,$50以下,港式,涼茶/龜苓膏,(1 食評),7,
16442,無名炭爐雞蛋仔,113.0,牛頭角牛頭角下邨第9座食街對開,$50以下,港式,小食店,(197 食評),559,
16443,撈起小食店,,牛頭角振華道20號安基商場1樓124號舖,$50以下,港式,小食店,(3 食評),16,
16444,名昇餐廳 Ming Sing Restaurant,1.0,牛頭角定安街45號安泰樓地下,$50以下,港式,茶餐廳/冰室,(2 食評),30,
16445,安順餐廳 On Shun Fastfoods,,牛頭角定富街45號華發樓地下,$50以下,港式,港式,(3 食評),47,
16446,裕德素食,4.0,牛頭角定富街30號地下,$50以下,港式,素食,(5 食評),143,
16447,太平洋食堂,,牛頭角啟興道2號太平洋貿易中心3樓319室,$50以下,港式,茶餐廳/冰室,(1 食評),31,
16448,好好茶餐廳車仔麵,,牛頭角觀塘道239號地下,$50以下,車仔麵,港式,(2 食評),13,
16449,富華茶餐廳,,牛頭角定富街18號地舖,$50以下,港式,茶餐廳/冰室,(3 食評),10,
16450,果道,1.0,牛頭角牛頭角道3號得寶商場地下17號舖,$50以下,港式,台式飲品,(1 食評),8,
16451,泰華餐廳 Tai Wah Food Shop,2.0,牛頭角樂華村信華樓103-105 號地下,$50以下,港式,茶餐廳/冰室,(2 食評),19,
16452,敍好餐廳小廚,,牛頭角定富街5-7號地舖,$51-100,港式,點心,(4 食評),36,
16453,康苑茶餐廳,1.0,牛頭角觀塘道269號地下,$50以下,港式,茶餐廳/冰室,(3 食評),6,
16454,車仔麵,,牛頭角牛頭角道15號嘉和園地下4號,$50以下,車仔麵,港式,(1 食評),14,
16455,定安小館茶餐廳 Ting On Restaurant,,牛頭角定安街90-92號地下,$50以下,港式,咖喱,(3 食評),22,
16456,滿記咖啡奶茶,2.0,牛頭角牛頭角道183號牛頭角街市1樓熟食中心C20號舖,$50以下,車仔麵,港式,(4 食評),35,
16457,一粥麵 Super Super Congee & Noodle,1.0,牛頭角牛頭角道297號觀塘花園大廈玉蓮臺3座地下19-21號舖,$50以下,港式,粉麵/米線,(3 食評),46,
16458,美心西餅 Maxim's Cake Shop,1.0,牛頭角港鐵牛頭角站NTK 12號舖,$50以下,港式,麵包店,(4 食評),12,
16459,翡翠冰室 Jade Kape,,牛頭角牛頭角道305-325A號官塘立成大廈地下C舖,$50以下,港式,茶餐廳/冰室,,7,
16460,雅蘭餐廳,,牛頭角定富街16號地下,$50以下,港式,茶餐廳/冰室,,6,
16461,雅蘭餐廳 Ah Ann Restaurant,,牛頭角定富街16號地下,$50以下,港式,茶餐廳/冰室,,1,
16462,師父在 Master Here,,牛頭角牛頭角道3號得寶商場地下22A號舖,$50以下,港式,小食店,,7,
16463,OK便利店 Hot & In 美食吧 Circle K Hong Kong Hot & In,,牛頭角彩盈邨彩盈坊3號舖,$50以下,港式,小食店,,1,
16464,德明茶餐廳,,牛頭角觀塘道271號地舖,$50以下,港式,茶餐廳/冰室,,4,
16465,新海合美食,,牛頭角大業街25號地舖,$50以下,港式,茶餐廳/冰室,,1,
16466,味工房,,牛頭角大業街22號地舖,$50以下,港式,三文治,,6,
16467,熱賣點 Hot Shot,,牛頭角樂華(北)邨信華樓地下101-102號舖,$50以下,港式,小食店,,2,
16468,膳心小館 Agape Garden,,牛頭角彩霞道55號彩頤居地舖,$101-200,港式,中菜館,,36,
16469,和利茶餐廳,,牛頭角觀塘道265號地舖,$50以下,港式,茶餐廳/冰室,,7,
16470,興旺糖水美食,,牛頭角牛頭角道3號得寶花園地舖,$50以下,港式,中式糖水,,16,
16471,牛下新城 - 得米美食檔,,牛頭角牛頭角道3號得寶商場地下,$51-100,港式,Food Court,,123,
16472,金源麵包餅店,,牛頭角振華道70號樂華邨樂華商場3樓312號舖,$50以下,港式,麵包店,,4,
16473,太興 Tai Hing (已搬遷),7.0,牛頭角牛頭角道77號淘大商場三期地下G266號舖,$51-100,港式,燒臘,(17 食評),41,
16474,文記傳統車仔麵 (已搬遷),41.0,牛頭角下村14座3-4號地下,$50以下,車仔麵,港式,(63 食評),89,
16475,興記茶餐廳 (已搬遷),65.0,牛頭角牛頭角下村10座11-12號,$50以下,港式,茶餐廳/冰室,(92 食評),146,
16476,多點心,15.0,牛頭角牛頭角道3號得寶商場地下J舖,$50以下,粵菜 (廣東),湯品,(22 食評),336,
16477,雲興隆小廚,22.0,牛頭角牛頭角道3號得寶花園H地舖,$51-100,粵菜 (廣東),大牌檔,(42 食評),730,
16478,聚賢莊川香農家菜 JU XIAN ZHUAN,10.0,牛頭角宜安街15號地下,$51-100,川菜 (四川),農家菜,(19 食評),646,
16479,有口福 Delicious,10.0,牛頭角定安街定裕坊8號地下,$51-100,粵菜 (廣東),港式,(13 食評),132,
16480,譚仔三哥米線 TamJai SamGor Mixian,9.0,牛頭角得寶花園商場地下C號舖,$50以下,滇菜 (雲南),粉麵/米線,(18 食評),163,
16481,麻辣串串香,9.0,牛頭角牛頭角道3號得寶商場地下FC04號舖,$51-100,川菜 (四川),粉麵/米線,(17 食評),342,
16482,肉餅哥小炒料理 Meat Pie Gor,8.0,牛頭角振華道70號樂華南邨冬菇亭,$51-100,粵菜 (廣東),中菜館,(15 食評),183,
16483,正品雞煲點心專門店,8.0,牛頭角牛頭角道33號宏光樓12號地舖,$51-100,粵菜 (廣東),川菜 (四川),(11 食評),339,
16484,譚仔雲南米線,6.0,牛頭角牛頭角下邨廣場貴顯樓地下五號舖,$50以下,滇菜 (雲南),粉麵/米線,(19 食評),224,
16485,明星海鮮酒家 Star Seafood Restaurant,20.0,牛頭角牛頭角道165號地下至1樓,$101-200,粵菜 (廣東),點心,(59 食評),232,
16486,嘉豪酒家 Ka Ho Restaurant,15.0,牛頭角振華道20號安基商場地下及一樓1R1舖,$101-200,粵菜 (廣東),酒樓,(45 食評),252,
16487,和喜雲南米線,6.0,牛頭角花園大廈孔雀樓地下259號舖,$50以下,滇菜 (雲南),粉麵/米線,(13 食評),149,
16488,靚記茶餐廳 Good and Cheap Restaurant,2.0,牛頭角安基苑商場地下12號,$50以下,粵菜 (廣東),茶餐廳/冰室,(6 食評),32,
16489,鴻福堂 Hung Fook Tong,5.0,牛頭角港鐵牛頭角站11號舖,$50以下,粵菜 (廣東),涼茶/龜苓膏,(6 食評),18,
16490,八方雲集鍋貼水餃專門店 Bafang Dumpling,3.0,牛頭角牛頭角道3號得寶花園商場地下F舖,$50以下,台灣菜,雲吞/餃子,(6 食評),57,
16491,金宴酒家,2.0,牛頭角牛頭角道55號利基大廈地下,$51-100,粵菜 (廣東),酒樓,(2 食評),19,
16492,春天小廚 SPRING RESTAURANT & CAFE,2.0,牛頭角牛頭角道269至271號觀塘花園大廈孔雀樓地舖,$51-100,粵菜 (廣東),中菜館,(3 食評),45,
16493,牛下合利小廚,2.0,牛頭角牛頭角道183號牛頭角街市1樓C4號舖,$51-100,火鍋,潮州菜,(2 食評),154,
16494,點心哥 Dim Sum Go,1.0,牛頭角牛頭角道297號玉蓮臺第3座地下14號舖,$50以下,粵菜 (廣東),點心,(1 食評),46,
16495,雙豬嘜燒味飯店,3.0,牛頭角定富街14號地下,$51-100,粵菜 (廣東),燒臘,(3 食評),34,
16496,聚興樓 Thui Hing Lau,1.0,牛頭角振華道70號樂華商場2樓205號舖,$50以下,粵菜 (廣東),小食店,(1 食評),18,
16497,八方雲集,1.0,牛頭角振華道70號地下,$50以下,台灣菜,台灣菜,(1 食評),6,
16498,茗港酒家 Ming Harbour Restaurant,2.0,牛頭角振華道70號樂華北邨立華樓商場1樓,$51-100,粵菜 (廣東),酒樓,(9 食評),51,
16499,進寶食品,1.0,牛頭角振華道20號安基苑商場1樓125號舖,$51-100,川菜 (四川),火鍋,(1 食評),86,
16500,源發潮州粉麵 Yuen Fat Chiu Chow Noodles,4.0,牛頭角牛頭角道162號金和樓地下,$50以下,潮州菜,粉麵/米線,(10 食評),374,
16501,合記飯店,1.0,牛頭角聯安街21號地舖,$51-100,粵菜 (廣東),燒臘,(2 食評),83,
16502,滋味龍,,牛頭角牛頭角道3號得寶商場地下FC05號舖,$50以下,台灣菜,滬菜 (上海),(4 食評),36,
16503,成興粉麵飯店,3.0,牛頭角定安街98號地下,$50以下,火鍋,潮州菜,(3 食評),58,
16504,養和堂 Yeung Woo Tong,1.0,牛頭角牛頭角道55號地下A2舖,$50以下,粵菜 (廣東),涼茶/龜苓膏,(2 食評),20,
16505,敍好餐廳小廚,,牛頭角定富街5-7號地舖,$51-100,粵菜 (廣東),點心,(4 食評),36,
16506,盈盈小廚 Ying Ying Kitchen,1.0,牛頭角定安街100-102號仁寧大廈地下A2號舖,$50以下,粵菜 (廣東),中菜館,(2 食評),27,
16507,歇腳亭 Sharetea,2.0,牛頭角牛頭角道3號得寶商場地下108號舖,$50以下,台灣菜,台式飲品,(5 食評),22,
16508,金蛋爆漿玉子燒,,牛頭角馬蹄徑1號寶恩大廈地下3號舖,$50以下,台灣菜,小食店,,41,
16509,享弄。台點咖啡館 Joylane,2.0,牛頭角振華道70號樂華商場2樓215號舖,$51-100,台灣菜,台灣菜,(4 食評),20,
16510,膳心小館 Agape Garden,,牛頭角彩霞道55號彩頤居地舖,$101-200,粵菜 (廣東),中菜館,,36,
16511,聯豐粉麵茶餐廳,,牛頭角牛頭角道363號地下,$50以下,潮州菜,粉麵/米線,,14,
16512,雲興隆小廚 (已搬遷),49.0,牛頭角牛頭角下村14座地下6號,$51-100,粵菜 (廣東),大牌檔,(68 食評),104,
16513,正品雞煲點心專門店,8.0,牛頭角牛頭角道33號宏光樓12號地舖,$51-100,粵菜 (廣東),火鍋,(11 食評),339,
16514,滋味龍,,牛頭角牛頭角道3號得寶商場地下FC05號舖,$50以下,台灣菜,Food Court,(4 食評),36,
16515,一生懸麵,70.0,牛頭角牛頭角道3號得寶商場地下121號舖,$51-100,日本菜,拉麵,(91 食評),1693,
16516,秋月居 Akizuki Japanese Restaurant,56.0,牛頭角牛頭角道3號得寶商場地下A2舖,$51-100,日本菜,拉麵,(97 食評),3658,
16517,麵屋丸京 Menya Maru Kyou,45.0,牛頭角宜安街9號地舖,$51-100,日本菜,拉麵,(73 食評),2365,
16518,超級自助壽司店 Super Sushi Shop,60.0,牛頭角牛頭角道33號宏光樓8號地下,$51-100,日本菜,壽司/刺身,(123 食評),1300,
16519,日芝麵堂 Cheese Don,4.0,牛頭角牛頭角道3號得寶商場地下FC08號舖,$50以下,日本菜,粉麵/米線,(11 食評),95,
16520,爭鮮外帶壽司 Sushi Take Out,4.0,牛頭角港鐵牛頭角站10號舖,$50以下,日本菜,壽司/刺身,(6 食評),52,
16521,爭鮮外帶壽司 Sushi Take Out,,牛頭角牛頭角道55號利基大廈A座地舖,$50以下,日本菜,壽司/刺身,(2 食評),24,
16522,金蛋爆漿玉子燒,,牛頭角馬蹄徑1號寶恩大廈地下3號舖,$50以下,日本菜,小食店,,41,
16523,Koretaly,15.0,牛頭角定裕坊14號地下,$51-100,韓國菜,意大利菜,(23 食評),961,
