,title,like,location,price,country,style,review,bookmark,discount
16175,爭鮮迴轉壽司 Sushi Express,24.0,"九龍灣佐敦谷北道3號偉景樓地下F,G,H&I舖",$51-100,日本菜,壽司/刺身,(66 食評),278,
16176,吉野家 Yoshinoya,11.0,九龍灣宏照道38號Megabox 2樓L201及202號舖,$51-100,日本菜,快餐店,(27 食評),174,
16177,銀咖哩 Gin Curry,6.0,"九龍灣偉業街33號德福廣場二期 Piago 5樓UN5-2, 501-502號舖",$50以下,日本菜,咖喱,(14 食評),287,
16178,D&A House,7.0,九龍灣宏冠道8號金漢工業大廈地下3室,$50以下,日本菜,台灣菜,(21 食評),350,
16179,味吉拉麵館 Mikichi,30.0,九龍灣宏照道38號Megabox1樓L102號舖,$51-100,日本菜,拉麵,(72 食評),576,
16180,元気寿司 Genki Sushi,9.0,九龍灣牛頭角道77號淘大商場二期地下226-227&230-233號舖,$101-200,日本菜,壽司/刺身,(18 食評),122,
16181,Fairy Kiss,5.0,九龍灣牛頭角道77號淘大商場第一期一樓F41-45號舖,$50以下,日本菜,雪糕/乳酪,(13 食評),268,
16182,Pepper Lunch,8.0,九龍灣宏照道38號MegaBox 10樓3號舖,$51-100,日本菜,快餐店,(16 食評),207,
16183,吉野家 Yoshinoya,4.0,九龍灣牛頭角道77號淘大商場1樓F41-45號舖,$51-100,日本菜,快餐店,(14 食評),153,
16184,森川弁当 Morikawa Bento,4.0,九龍灣宏冠道8號金漢工業大廈大堂,$51-100,日本菜,日式西餐,(7 食評),235,
16185,Bento Express by AEON,3.0,九龍灣宏照道38號MegaBox 2樓 AEON,$50以下,日本菜,壽司/刺身,(6 食評),50,
16186,Pepper Lunch,11.0,九龍灣偉業街33號德福廣場二期5樓501-502號舖,$51-100,日本菜,快餐店,(21 食評),284,
16187,華御結 Hana-Musubi,2.0,九龍灣牛頭角道77號淘大商場地下大堂V及W號舖,$50以下,日本菜,壽司/刺身,(3 食評),26,
16188,華御結 Hana-Musubi,3.0,九龍灣宏遠街1號壹號九龍地下大堂,$50以下,日本菜,壽司/刺身,(3 食評),63,
16189,手作之店 Tezukuri No Mise,1.0,九龍灣宏照道38號MegaBox11樓13號舖,$50以下,日本菜,甜品/糖水,(5 食評),34,
16190,紅屋 OKa's,2.0,九龍灣偉業街33號德福廣場二期4樓401-402 PIAGO,$50以下,日本菜,外賣店,(2 食評),39,
16191,鹿良便當 Shika Bento,1.0,九龍灣常怡道33號宏力工業大廈2樓16號室,$50以下,日本菜,日本菜,(1 食評),66,
16192,Chabao House,1.0,九龍灣宏光道1號億京中心地下3B,$50以下,日本菜,日本菜,(2 食評),33,
16193,漁八•壽司,1.0,九龍灣宏光道80號麗晶商場地下6號鋪,$50以下,日本菜,壽司/刺身,(2 食評),27,
16194,小魔怪主意 Gremlin's Idea (非門市),1.0,,$51-100,日本菜,海鮮,(1 食評),10,
16195,中島水產,,九龍灣宏照道38號企業廣場5期Megabox AEON2樓,$50以下,日本菜,壽司/刺身,,4,
16196,中與志,,九龍灣偉業街33號德福廣場一期平台P27號舖Market Place by Jasons內,$51-100,日本菜,壽司/刺身,,6,
16197,華御結 Hana-Musubi,,九龍灣宏光道39號宏天廣場地下大堂,$50以下,日本菜,日本菜,(1 食評),6,
16198,Luna Cake,,九龍灣偉業街33號德福廣場二期3樓356號鋪,$50以下,日本菜,西式糕點,,21,
16199,手作之店 Tezukuri No Mise,,九龍灣牛頭角道77號淘大商場一期2樓S98A號舖,$50以下,日本菜,甜品/糖水,,19,
16200,森川弁当 Morikawa Bento (Mori Express),,九龍灣宏照道6號鴻力工業中心B座地下B5號舖,$50以下,日本菜,壽司/刺身,,53,
16201,234 出前壽司 234 Sushi,,九龍灣啟祥道9號信和工商中心2樓34室,$50以下,日本菜,港式,,16,
16202,高興環球美食有限公司 Happy Fine Food International Limited,,九龍灣臨樂街19號南豐商業中心6樓625室,$101-200,日本菜,外賣店,,9,
16203,手作之店 Tezukuri No Mise (已搬遷),3.0,九龍灣牛頭角道77號淘大商場三期1樓F215號舖,$50以下,日本菜,甜品/糖水,(5 食評),56,
16204,吉野家 Yoshinoya (已搬遷),23.0,九龍灣牛頭角道77號淘大商場一期地下G114-121號舖,$51-100,日本菜,快餐店,(42 食評),62,
16205,開餐生蠔刺身專門店 OPEN MEAL (已搬遷),,九龍灣宏開道19號健力工業大廈11樓19室,$201-400,日本菜,海鮮,,64,
16206,釜之魂釜飯專門店 Guts Soul Kamameshi (裝修中),,九龍灣牛頭角道77號淘大商場三期地下G286-288號舖,$101-200,日本菜,日本菜,,1,
16207,Bingo & Cook,37.0,"九龍灣展貿徑1號E-Max 國際展貿中心2樓36,38 號舖",$51-100,韓國菜,多國菜,(44 食評),726,
16208,Kim's Spoon,18.0,九龍灣牛頭角道77號淘大商場三期2樓S172-173號舖,$101-200,韓國菜,韓國菜,(41 食評),1276,惠顧晚膳滿港幣150元可享9折（星期一至五）
16209,Kim's Spoon,18.0,九龍灣宏照道38號企業廣場5期Megabox 6樓3號舖,$101-200,韓國菜,韓國菜,(63 食評),836,
16210,Hungry Korean,,九龍灣牛頭角道77號淘大商場一期地下G113號鋪,$51-100,韓國菜,快餐店,(18 食評),308,
16211,粒粒雪糕 Mini Melts,1.0,九龍灣宏照道38號企業廣場5期Megabox9樓童真天地,$50以下,韓國菜,雪糕/乳酪,(2 食評),26,
16212,泰廚房子 KHAP & KA,64.0,九龍灣偉業街33號德福廣場一期平台 P8A號舖,$101-200,泰國菜,泰國菜,(116 食評),1979,
16213,亞萊泰 Aroi Thai,37.0,九龍灣牛頭角道77號淘大商場地下G266-270號舖,$101-200,泰國菜,泰國菜,(83 食評),945,
16214,Little Old Town,26.0,九龍灣偉業街33號德福廣場4樓419-420號舖,$51-100,泰國菜,新加坡菜,(61 食評),1030,
16215,泰‧蘭花 Thai Orchids Café & Bar,32.0,九龍灣宏照道38號MegaBox 11樓9號舖,$101-200,泰國菜,無肉餐單,(89 食評),857,
16216,家餸,1.0,九龍灣啟業道18號啟業村啟業市場,$50以下,泰國菜,小食店,(1 食評),11,
16217,小泰閣 Thai Corner,,九龍灣宏照道6號鴻力工業中心地下B1A號舖,$50以下,泰國菜,泰國菜,(1 食評),1,
16218,金泰,,九龍灣啟業道18號啟業商場地下啟業市場,$50以下,泰國菜,泰國菜,,14,
16219,嚐越 Deli Viet,79.0,九龍灣偉業街33號德福廣場二期4樓413 – 414號舖,$51-100,越南菜,越南菜,(112 食評),2099,惠顧自選餐牌滿淨額$200可享9折（星期一至五）
16220,錦麗 Pho Le,53.0,九龍灣偉業街33號德福廣場1期F29號舖,$51-100,越南菜,粉麵/米線,(104 食評),2136,
16221,茶室 Cha Sat,55.0,九龍灣宏照道33號國際交易中心1樓39號店,$50以下,新加坡菜,車仔麵,(89 食評),1781,
16222,CÓMMM Vietnamese Cuisine,18.0,九龍灣宏照道38號MegaBox 8樓3號舖,$51-100,越南菜,粉麵/米線,(49 食評),1083,
16223,新越越式料理 Pho,17.0,九龍灣展貿徑1號E-Max 國際展貿中心2樓25號舖,$51-100,越南菜,越南菜,(25 食評),200,
16224,越棧越式湯粉專門店 Viet’s Choice,12.0,九龍灣牛頭角道77號淘大商場3期地下G271-275號舖,$51-100,越南菜,粉麵/米線,(24 食評),334,
16225,土司工坊 Toast Box,6.0,九龍灣牛頭角道77號淘大商場二期地下G187-188號舖,$51-100,新加坡菜,粉麵/米線,(20 食評),100,
16226,栢檔去骨海南雞飯 Pak Don,15.0,九龍灣牛頭角道77號淘大商場一期地下G107號舖,$50以下,新加坡菜,新加坡菜,(45 食評),436,
16227,越南牛肉粉專門店 Pho Tai,10.0,九龍灣常悅道19號福康工業中心地下3B號舖,$51-100,越南菜,越南菜,(30 食評),290,
16228,Chill Cafe Bar & Grill,19.0,九龍灣宏照道33號國際交易中心2樓平台花園,$101-200,意大利菜,薄餅,(31 食評),1082,
16229,法寶廚房 Bo's Fusion Cuisine,20.0,九龍灣宏光道80號麗晶商場2樓210號舖,$101-200,意大利菜,西式,(33 食評),592,
16230,必勝客 Pizza Hut,8.0,九龍灣偉業街33號德福廣場二期5樓510-513號舖,$101-200,意大利菜,薄餅,(17 食評),318,
16231,Italian Tomato,9.0,九龍灣偉業街33號德福廣場二期四樓PIAGO UN4-03號舖,$51-100,意大利菜,西式糕點,(16 食評),171,
16232,薩莉亞意式餐廳 Saizeriya Italian Restaurant,5.0,九龍灣牛頭角道77號淘大商場二期1樓F162-168號舖,$51-100,意大利菜,薄餅,(9 食評),508,
16233,意粉工房 Spaghetti Lab,2.0,九龍灣宏泰道5號合力工業中心B座4樓16室,$50以下,意大利菜,小食店,(4 食評),80,
16234,必勝客 Pizza Hut,,九龍灣牛頭角道77號淘大商場二期1樓173-187號舖,$101-200,意大利菜,薄餅,(20 食評),125,
16235,名食堂,2.0,九龍灣宏冠道8號金漢工業大廈地下2號舖,$50以下,意大利菜,茶餐廳/冰室,(2 食評),36,
16236,Le Pan,19.0,九龍灣啓祥道17號高銀金融國際中心地下,$801以上,法國菜,Fine Dining,(25 食評),2598,
16237,Crostini Bakery & Cafe,36.0,九龍灣偉業街33號德福廣場一期G96-G97號舖,$50以下,法國菜,麵包店,(46 食評),697,
16238,Délifrance,36.0,九龍灣偉業街33號德福廣場二期L2層P39A號舖,$51-100,法國菜,麵包店,(80 食評),480,
16239,Délifrance,6.0,九龍灣牛頭角道77號淘大商場第2期地下G189號舖,$51-100,法國菜,麵包店,(13 食評),100,
16240,Crostini Bakery & Cafe,5.0,九龍灣宏照道38號MegaBox 1樓101號舖,$50以下,法國菜,麵包店,(6 食評),187,
16241,PÂTISSERIE anoki ‧ 宏樹堂 PÂTISSERIE anoki,,九龍灣臨興街21號美羅中心二期,$101-200,法國菜,西式糕點,,22,
16242,Délifrance (已搬遷),5.0,九龍灣牛頭角道77號淘大商場一期地下G109-110 號舖,$51-100,法國菜,麵包店,(11 食評),24,
16243,Isabelle (已搬遷),7.0,九龍灣宏照道38號MegaBox 1樓45號舖,$51-100,法國菜,麵包店,(12 食評),19,
16244,Bistro Délifrance (已搬遷),22.0,九龍灣偉業街33號德福廣場第一期G88-90號舖,$51-100,法國菜,法國菜,(69 食評),49,
16245,宜家家居餐廳及咖啡室 IKEA Café,346.0,九龍灣宏照道38號Megabox4樓,$51-100,西式,快餐店,(543 食評),2232,
16246,Grubers,91.0,九龍灣偉業街33號德福廣場一期平台P23號舖,$51-100,西式,漢堡包,(113 食評),1865,
16247,動漫樂園及主題餐廳 Comic Park & Cafe,77.0,九龍灣宏照道38號MegaBox 9樓23號舖,$51-100,西式,咖啡店,(92 食評),1634,
16248,茜廊餐廳 Sidewalk Cafe Restaurant,179.0,九龍灣偉業街33號德福廣場一期P8號舖,$51-100,西式,西餐廳,(372 食評),1878,
16249,No.9,38.0,九龍灣牛頭角道77號淘大商場2期196-199號地舖,$101-200,西式,美國菜,(57 食評),1770,
16250,Simplylife Bakery Cafe,40.0,九龍灣偉業街33號德福廣場1期P26號鋪,$51-100,西式,漢堡包,(72 食評),1371,
16251,錵の工房 HANA Japanese Eatery,54.0,九龍灣常悅道20號環球工商大廈8樓4-5號舖,$51-100,西式,日式西餐,(68 食評),786,
16252,Ruby Tuesday,40.0,九龍灣宏照道38號MegaBox12樓23-25號舖,$201-400,美國菜,西餐廳,(73 食評),1277,
16253,California Pizza Kitchen,131.0,九龍灣宏照道38號MegaBox11樓10號舖,$101-200,美國菜,薄餅,(208 食評),2956,星期一至五晚市，網上訂座可享主餐牌八五折優惠
16254,Crostini Bakery & Cafe,36.0,九龍灣偉業街33號德福廣場一期G96-G97號舖,$50以下,法國菜,西式,(46 食評),697,
16255,牛扒先生 Mr. Steak,20.0,九龍灣偉業街33號德福廣場二期4樓415-417舖,$201-400,美國菜,扒房,(67 食評),1761,
16256,Casa Luca,23.0,九龍灣展貿徑1號E-Max 國際展貿中心2樓34及34A號舖,$50以下,西式,麵包店,(29 食評),168,
16257,宜家家居美食站 IKEA Bistro,23.0,九龍灣宏照道38號Megabox4樓,$51-100,西式,雪糕/乳酪,(42 食評),149,
16258,Chill Cafe Bar & Grill,19.0,九龍灣宏照道33號國際交易中心2樓平台花園,$101-200,意大利菜,西式,(31 食評),1082,
16259,東海堂 Arome Bakery Room,39.0,九龍灣偉業街33號德福廣場二期3樓308號舖,$50以下,西式,麵包店,(80 食評),159,
16260,麥當勞 McDonald's,27.0,九龍灣偉業街33號德福廣場一期F21號舖,$50以下,美國菜,漢堡包,(75 食評),201,
16261,Café 15,13.0,九龍灣宏光道15號君立酒店地下,$51-100,西式,酒店餐廳,(22 食評),549,
16262,Oliver's Super Sandwiches,8.0,九龍灣偉業街33號德福廣場二期5樓528-529號舖,$51-100,英國菜,三文治,(24 食評),282,
16263,Bespoke,35.0,九龍灣宏泰道23號Manhattan place地舖,$50以下,英國菜,咖啡店,(55 食評),1767,
16264,Outback Steakhouse,8.0,九龍灣偉業街33號德福廣場二期六樓601號舖,$201-400,美國菜,扒房,(12 食評),399,
16265,東海堂 Bake‧ Drink Arome Bake‧ Drink,17.0,九龍灣牛頭角道77號淘大商場一期地下G12-15號舖,$50以下,西式,麵包店,(34 食評),89,
16266,肯德基家鄉雞 Kentucky Fried Chicken,6.0,九龍灣偉業街33號德福廣場二期6樓618號舖,$50以下,美國菜,快餐店,(12 食評),120,
16267,星巴克咖啡 Starbucks Coffee,46.0,九龍灣偉業街33號德福廣場一期G1A號舖,$50以下,美國菜,沙律,(82 食評),211,
16268,D&A House,7.0,九龍灣宏冠道8號金漢工業大廈地下3室,$50以下,西式,台灣菜,(21 食評),350,
16269,太平洋咖啡 Pacific Coffee Company,6.0,九龍灣宏照道38號MegaBox 10樓8號舖,$50以下,美國菜,沙律,(8 食評),75,
16270,Panash,70.0,九龍灣偉業街33號德福廣場一期1樓F33-F34號舖,$50以下,西式,麵包店,(110 食評),241,
16271,Uncle Ray,7.0,九龍灣九龍灣常悅道3號企業廣場2期1樓大堂,$51-100,西式,適合駕駛人士,(22 食評),292,
16272,休點 B.L.T. Habitat,7.0,九龍灣宏遠街1號壹號九龍1樓101號舖,$50以下,西式,西餐廳,(21 食評),204,
16273,Petite House,3.0,九龍灣偉業街33號德福廣場一期L1樓G20A舖,$51-100,西式,甜品/糖水,(11 食評),77,
16274,IKEA FiKET,14.0,九龍灣宏照道38號Megabox4樓,$51-100,西式,快餐店,(22 食評),145,
16275,茜廊麵包 Sidewalk Bakery,8.0,九龍灣偉業街33號德福廣場一期P8號舖,$50以下,西式,麵包店,(12 食評),94,
16276,星巴克咖啡 Starbucks Coffee,13.0,九龍灣宏照道38號MegaBox 6樓4號舖,$50以下,美國菜,沙律,(23 食評),79,
16277,Crostini Bakery & Cafe,5.0,九龍灣宏照道38號MegaBox 1樓101號舖,$50以下,法國菜,西式,(6 食評),187,
16278,飯堂 Dining Room,7.0,九龍灣常悅道9號企業廣場一期一樓B2舖,$50以下,西式,外賣店,(11 食評),121,
16279,The Old Hangar,4.0,九龍灣承豐道33號啟德郵輪碼頭B區2樓N205號舖,$101-200,西式,西式,(9 食評),203,
16280,Pret A Manger,3.0,九龍灣港鐵九龍灣站KOB6號舖,$51-100,英國菜,三文治,(5 食評),63,
16281,URBAN Bake n Take,5.0,九龍灣偉業街33號德福廣場平台P27號舖 Market Place by Jasons內,$50以下,西式,麵包店,(10 食評),164,
16282,Twelve Cupcakes,9.0,九龍灣偉業街33號德福廣場2期3樓350A號舖,$50以下,西式,麵包店,(17 食評),225,1.5磅裝蛋糕85折
16283,肯德基家鄉雞 Kentucky Fried Chicken,3.0,九龍灣牛頭角道77號淘大商場一期地下G92-95號舖,$50以下,美國菜,快餐店,(5 食評),50,
16284,南豐餐廳 Nam Fung Restaurant,3.0,九龍灣宏光道80號麗晶商場地下G1號舖,$50以下,西式,茶餐廳/冰室,(12 食評),37,
16285,麥當勞 McDonald's,3.0,九龍灣宏照道38號MegaBox 2樓34號舖,$50以下,美國菜,漢堡包,(7 食評),63,
16286,Godiva Chocolatier,2.0,九龍灣偉業街33號德福廣場一期G33號舖,$51-100,西式,朱古力/糖果店,(3 食評),43,
16287,Cafe Seguro,5.0,九龍灣宏照路33號國際交易中心1樓37號舖,$50以下,美國菜,咖啡店,(5 食評),71,
16288,Subway,2.0,九龍灣港鐵九龍灣站KOB 9A號舖,$50以下,西式,三文治,(6 食評),85,
16289,星巴克咖啡 Starbucks Coffee,7.0,九龍灣展貿徑1號國際展貿中心地下06號舖,$50以下,美國菜,沙律,(14 食評),49,
16290,Subway,2.0,九龍灣展貿徑1號國際展貿中心地下B號舖,$50以下,西式,三文治,(6 食評),49,
16291,Pret a Manger,4.0,九龍灣宏照道33號國際交易中心G樓2號舖,$51-100,英國菜,三文治,(5 食評),165,
16292,太平洋咖啡 Pacific Coffee Company,1.0,九龍灣宏開道28號香港大學專業進修學院九龍東分校1樓,$50以下,美國菜,沙律,(4 食評),29,
16293,太平洋咖啡 Pacific Coffee,1.0,九龍灣偉業街33號德福廣場二期5樓531號舖,$50以下,美國菜,沙律,(6 食評),105,
16294,大皇餐廳,2.0,九龍灣宏開道17號順發工業大廈地下1C舖,$51-100,西式,西餐廳,(5 食評),48,
16295,McCafe,2.0,九龍灣宏照道38號MegaBox 2樓34號舖,$50以下,美國菜,麵包店,(2 食評),6,
16296,星巴克咖啡 Starbucks Coffee,5.0,九龍灣宏遠街1號壹號九龍地下大堂,$50以下,美國菜,沙律,(8 食評),31,
16297,A-1 Bakery & Châteraisé,1.0,九龍灣偉業街33號德福廣場地下98號舖,$50以下,西式,麵包店,(2 食評),65,
16298,麥當勞 McDonald's,3.0,九龍灣宏開道15號九龍灣工業中心地下2號舖,$50以下,美國菜,漢堡包,(6 食評),31,
16299,太平洋咖啡 Pacific Coffee Company,5.0,九龍灣展貿徑1號國際展貿中心E-Max 3樓14號舖,$50以下,美國菜,沙律,(7 食評),35,
16300,龍島美食店 Lucullus Gourmet Shop,1.0,九龍灣偉業街33號德福廣場一期G60號舖,$51-100,西式,西式糕點,(3 食評),57,
16301,旅遊服務業培訓發展中心(英語餐飲學會) Hospitality Industry Training and Development Centre (The English-Speaking Dining Society),1.0,九龍灣九龍灣大業街46號九龍灣訓練中心綜合大樓8樓,$51-100,西式,咪嘥嘢食店,(1 食評),164,
16302,另一咖啡店 &other Cafe,4.0,九龍灣啟成街3號機電工程署大樓大堂地下,$50以下,西式,麵包店,(4 食評),69,
16303,Just Salad,1.0,九龍灣宏照道25號源發工業大廈地下3號舖,$51-100,美國菜,沙律,(2 食評),138,
16304,UA MegaBox戲院小食部,1.0,九龍灣宏照道38號MegaBox11樓,$50以下,西式,果汁,(3 食評),25,
16305,Pasco,11.0,九龍灣偉業街33號德福廣場二期4樓,$50以下,西式,麵包店,(14 食評),80,
16306,Cohhee,3.0,九龍灣常悅道9號企業廣場1期地下大堂,$50以下,澳洲菜,西式,(5 食評),38,
16307,Yolanda Cake,1.0,九龍灣宏照道38號MegaBox 11樓14號舖,$50以下,西式,麵包店,(1 食評),30,
16308,海珍舫 Seafood Grill,1.0,九龍灣承豐道33號啟德郵輪碼頭世界夢號郵輪,$51-100,西式,多國菜,(1 食評),12,
16309,太平洋咖啡 Pacific Coffee Company,1.0,九龍灣宏照道33號國際交易中心1樓大堂,$50以下,美國菜,沙律,(2 食評),31,
16310,Urban Bakery,1.0,九龍灣偉業街33號德福廣場平台P27號舖Market Place by Jasons內,$50以下,西式,麵包店,(2 食評),68,
16311,McCafe,,九龍灣偉業街33號德福廣場一期1樓F21號舖,$50以下,美國菜,麵包店,(2 食評),17,
16312,Cali-Mex Taqueria,1.0,九龍灣宏照道33號國際交易中心地下,$101-200,美國菜,快餐店,(2 食評),82,9折
16313,忘憂咖啡館 Café Sans Souci,3.0,九龍灣企業廣場一期1樓2號舖,$50以下,西式,咖啡店,(7 食評),47,
16314,1132 Food Studio,,九龍灣啟興道2號太平洋貿易中心11樓32室,$51-100,西式,All Day Breakfast,(1 食評),70,
16315,Magic Corner,,九龍灣宏照道38號MegaBox 12樓1號舖,$51-100,西式,台式飲品,(1 食評),23,
16316,Marks & Spencer - 食品部 Marks & Spencer - Food Department,,九龍灣偉業街33號德福廣場一期G3舖,$51-100,西式,台式飲品,(1 食評),31,
16317,Grove Sandwiches,6.0,九龍灣宏照道33號國際交易中心地下13號舖,$50以下,西式,三文治,(23 食評),82,
16318,麥當勞 McDonald's,,九龍灣展貿徑1號國際展貿中心地下1號舖,$50以下,美國菜,漢堡包,(1 食評),14,
16319,帝寶星咖啡專賣店 Double Star Express,1.0,九龍灣港鐵九龍灣站L2大堂,$51-100,西式,甜品/糖水,(1 食評),18,
16320,Ms. Chef for you,1.0,九龍灣啓祥道9號信和工商中心2樓48號舖,$50以下,西式,麵包店,(2 食評),48,
16321,小魔怪主意 Gremlin's Idea (非門市),1.0,,$51-100,西式,海鮮,(1 食評),10,
16322,太平洋咖啡 Pacific Coffee Company,1.0,九龍灣宏光道39號宏天廣場地下3號舖,$50以下,美國菜,沙律,(3 食評),20,
16323,Royal Pantry,5.0,九龍灣宏照道33號國際交易中心地下5號舖,$51-100,西式,包場派對,(12 食評),111,
16324,麵飽廊 Bread Boutique,8.0,九龍灣德福花園平台P8,$50以下,西式,麵包店,(19 食評),27,
16325,大班麵包西餅 Taipan Bread & Cakes,1.0,九龍灣啟業村商場1號,$50以下,西式,麵包店,(4 食評),8,1磅裝或以上蛋糕8折
16326,Envy Cafe,1.0,九龍灣宏光道1號億京中心地下3A號舖,$50以下,西式,三文治,(1 食評),24,
16327,麥當勞 McDonald's,2.0,九龍灣宏光道80號麗晶商場2樓218-1號舖,$50以下,美國菜,漢堡包,(8 食評),15,
16328,曲奇薈 Cookie Galerie,,九龍灣偉業街33號德福廣場二期3樓344號舖,$51-100,西式,麵包店,,9,
16329,COFFEEHOLiC,,九龍灣宏冠道6號鴻力工業中心地下B3B號舖,$50以下,西式,三文治,,8,
16330,1號扒房 Prime Steakhouse,,九龍灣承豐道33號啟德郵輪碼頭世界夢號郵輪,$101-200,西式,扒房,,19,
16331,太平洋咖啡 Pacific Coffee Company,,九龍灣偉業街33號德福廣場二期恒生中心18樓,$50以下,美國菜,沙律,,5,
16332,太平洋咖啡 Pacific Coffee,,九龍灣常悅道11號新明大廈地舖,$50以下,美國菜,沙律,,2,
16333,太平洋咖啡 Pacific Coffee Company,,九龍灣臨澤街8號傲騰廣場地下部份,$50以下,美國菜,沙律,,4,
16334,咖啡車 Star Cafe,,九龍灣偉業街33號德福廣場二期港鐵總部大樓L2樓大堂,$50以下,西式,三文治,,10,
16335,奧美烘焙 Old Gourmet Bakery & Cafe,,九龍灣宏開道15號九龍灣工業中心7樓9號舖,$50以下,西式,麵包店,,24,
16336,Haute Chocolat,,九龍灣宏開道13號景發工業中心7樓701室,$50以下,西式,朱古力/糖果店,,7,
16337,奇香酒行 Kee Heung Wine Cellar,,九龍灣牛頭角道77號淘大商場二期地下GK3-4號舖,$50以下,西式,酒,,9,
16338,肯德基家鄉雞 Kentucky Fried Chicken (已搬遷),13.0,九龍灣偉業街33號德福廣場一期F28號舖,$50以下,美國菜,快餐店,(46 食評),81,
16339,麥當勞 McDonald's (已搬遷),10.0,九龍灣宏照道38號MegaBox地下4-6號舖,$50以下,美國菜,漢堡包,(26 食評),46,
16340,Yolanda Cake (已搬遷),1.0,九龍灣宏照道38號MegaBox 7樓L7號舖,$50以下,西式,麵包店,(3 食評),24,
16341,Yolanda Cake (已搬遷),3.0,九龍灣宏照道38號MegaBox 10樓CL10號舖,$50以下,西式,麵包店,(6 食評),45,
16342,Godiva Chocolatier (已搬遷),14.0,九龍灣偉業街33號德福廣場一期G72A號舖,$51-100,西式,朱古力/糖果店,(20 食評),60,
16343,麥當勞 McDonald's (已搬遷),18.0,九龍灣偉業街33號德福廣場一期F9-12號舖,$201-400,美國菜,漢堡包,(40 食評),37,
16344,龍島美食店 Lucullus Gourmet Shop (已搬遷),18.0,九龍灣偉業街33號德福廣場一期103號舖,$51-100,西式,西式糕點,(24 食評),35,
16345,飯堂 Dining Room (已搬遷),5.0,九龍灣宏冠道6號鴻力工業中心A座地下A6號舖,$50以下,西式,西餐廳,(8 食評),27,
16346,McCafe (已搬遷),,九龍灣宏照道38號MegaBox地下4-6號舖,$50以下,美國菜,麵包店,(6 食評),16,
16347,Pontini Wine Cellars (已搬遷),1.0,九龍灣偉業街33號德福廣場二期3/F356號舖,$51-100,西式,酒,(2 食評),5,
16348,榮仕廊美酒有限公司 Vins Gallery (已搬遷),,九龍灣宏照道33號國際交易中心地下12B號舖,$101-200,西式,酒,,2,
16349,榮仕廊美酒有限公司 Vins Gallery (已搬遷),,九龍灣宏開道13號景發工業中心1樓101室,$101-200,西式,酒,,0,
16350,Lugard (裝修中),,九龍灣宏照道38號MegaBox 7樓,$51-100,西式,朱古力/糖果店,,11,
16351,Cali-Mex Taqueria,1.0,九龍灣宏照道33號國際交易中心地下,$101-200,墨西哥菜,快餐店,(2 食評),82,9折
16352,Achacha Food & Beverage Boutique,108.0,九龍灣宏照道38號MegaBox L5 3及4號舖,$101-200,多國菜,All Day Breakfast,(151 食評),2538,
16353,嚐品慕茶 Spoon & Bowl,78.0,九龍灣偉業街89號昌興工業大廈閣樓,$101-200,多國菜,雪糕/乳酪,(125 食評),4100,
16354,Bingo & Cook,37.0,"九龍灣展貿徑1號E-Max 國際展貿中心2樓36,38 號舖",$51-100,多國菜,韓國菜,(44 食評),726,
16355,Madison's,21.0,九龍灣宏照道38號MegaBox 11樓12號舖,$201-400,多國菜,All Day Breakfast,(28 食評),920,
16356,愛家素食 Loving Hut,133.0,九龍灣牛頭角道77號淘大商場二期地下G242-245號舖,$50以下,多國菜,素食,(198 食評),2794,
16357,海薈 My Harbour,16.0,九龍灣承豐道33號啟德郵輪碼頭頂層花園S302號舖,$101-200,多國菜,酒,(26 食評),1461,
16358,愛家素食 Loving Hut,11.0,九龍灣展貿徑1號國際展貿中心E-Max 2樓21-23號舖,$50以下,多國菜,素食,(16 食評),201,
16359,Bespoke,35.0,九龍灣宏泰道23號Manhattan place地舖,$50以下,多國菜,咖啡店,(55 食評),1767,
16360,美心Food2,29.0,九龍灣偉業街33號德福廣場一期P17號舖,$51-100,多國菜,快餐店,(84 食評),253,
16361,板上 Griddle Top,9.0,九龍灣展貿徑1號E-Max 國際展貿中心2樓,$50以下,多國菜,快餐店,(21 食評),199,
16362,港麵子 Nooodies,6.0,九龍灣偉業街33號德福廣場一期1樓F1號舖,$51-100,多國菜,粉麵/米線,(9 食評),258,
16363,豐膳西餐廳 Menu Restaurant,57.0,九龍灣展貿徑1號國際展貿中心E-Max 3樓,$201-400,多國菜,自助餐,(129 食評),1830,自助午餐9折；自助晚餐85折
16364,Sparkling House Seafood & Oyster Bar,6.0,九龍灣宏照道33號國際交易中心2樓平台花園203號舖,$201-400,多國菜,海鮮,(7 食評),244,
16365,Grand Library,6.0,九龍灣宏照道33號國際交易中心地下15號舖,$51-100,多國菜,多國菜,(24 食評),229,
16366,Youni,1.0,九龍灣宏照道38號MegaBox18樓,$51-100,多國菜,素食,(4 食評),183,
16367,星月廚房 Tailor Made Kitchen,3.0,九龍灣宏開道15號九龍灣工業中心6樓10室,$50以下,多國菜,火鍋,(3 食評),150,
16368,椰林閣餐廳 Yeh Lam Kok Restaurant,5.0,九龍灣宏光道80號麗晶商場地下,$51-100,多國菜,西餐廳,(16 食評),60,主餐牌9折
16369,藍湖美食 Blue Lagoon,1.0,九龍灣承豐道33號啟德郵輪碼頭世界夢號及雲頂夢號郵輪,$50以下,多國菜,粉麵/米線,(2 食評),7,
16370,海珍舫 Seafood Grill,1.0,九龍灣承豐道33號啟德郵輪碼頭世界夢號郵輪,$51-100,多國菜,西式,(1 食評),12,
