name,location,price,country,style,likes,review,bookmark,discount_info
小漁港海鮮舫 鮮蒸‧鮮味火鍋 Seafood Port Restaurant,158,太子荔枝角道127-133號地下,$201-400,港式,火鍋,(203 食評),12224,送 25里數 / 30積分
阿爺粥品手工涮涮鍋 Grandpa's Porridge Shabu Shabu,164,荃灣沙咀道328號328廣埸地下5號舖,$201-400,粵菜 (廣東),火鍋,(226 食評),7060,送 25里數 / 30積分
鮨心 Kokoro Sushi,188,旺角彌敦道703-705號金鑽璽1樓(快富街入口),$201-400,日本菜,壽司/刺身,(221 食評),8974,指定時間訂座享85折優惠
Amitie Kitchen,179,尖沙咀亞士厘道27號捷利商業大廈8樓,$101-200,意大利菜,扒房,(209 食評),7146,送 25里數 / 30積分
火鍋英雄 Hot Pot Hero,152,銅鑼灣駱克道491-499號京都廣場三樓,$201-400,川菜 (四川),火鍋,(169 食評),4351,送 25里數 / 30積分
Manecy's Studio Restaurant,174,銅鑼灣駱克道447-449號中威商業大廈1樓,$101-200,德國菜,西班牙菜,(222 食評),10835,送 25里數 / 30積分
Gioia Charcoal Grill & Oyster Bar,172,西環堅尼地城吉席街55-57號美新大廈地下A-C舖,$201-400,多國菜,海鮮,(195 食評),4544,午市套餐特惠
Brunch Club & Supper,189,銅鑼灣禮頓道13號1樓,$101-200,英國菜,All Day Breakfast,(287 食評),25601,提供網上訂座
極上帝王水產,281,旺角西洋菜街1號兆萬中心9樓,$201-400,日本菜,壽司/刺身,(356 食評),5254,送 25里數 / 30積分
原の味 Naked,147,尖沙咀麼地道61號冠華中心地下G1號舖,$201-400,日本菜,壽司/刺身,(172 食評),4144,正價85折 主菜餐牌 原之味主餐牌
Ulyssa by Aldou,148,荔枝角長沙灣道883號億利工業中心2樓203室,$101-200,西式,咖啡店,(168 食評),3798,訂座送即開生蠔（歡迎自帶酒水，免收開瓶費）
鳴橋燒肉料理,198,旺角砵蘭街104號,$101-200,日本菜,壽司/刺身,(254 食評),6850,送 25里數 / 30積分
緣聚西日餐廳 Together,215,元朗西裕街5-11號金福閣地庫,$101-200,日本菜,自助餐,(273 食評),13532,提供網上訂座
老鍋台式火鍋 Taiwanese Hot Pot,117,尖沙咀金馬倫道2-4號利達行4樓,$201-400,台灣菜,火鍋,(159 食評),12739,送 25里數 / 30積分
喜來稀肉 Seorae,116,尖沙咀金巴利道79-81號金栢閣1樓連地下,$101-200,韓國菜,烤肉,(191 食評),18206,提供網上訂座
魔膳廚房 MS KITCHEN,274,觀塘開源道77號業發大廈一期2樓D室,$101-200,西式,甜品/糖水,(311 食評),8513,提供網上訂座
正宗水上人蒸氣鍋專門店 Boat Dweller Steam Hot Pot Specialist,194,尖沙咀加拿分道49號地下,$201-400,粵菜 (廣東),火鍋,(227 食評),7596,送 25里數 / 30積分
信州日本料理 Shin Shu Japanese,171,西環堅尼地城爹核士街1號裕福大厦地下5號舖,$201-400,日本菜,壽司/刺身,(189 食評),4225,送 25里數 / 30積分
龍麵館 Dragon Noodles Academy,115,中環德輔道中68號萬宜大廈萬宜廊地下G04號舖,$201-400,粵菜 (廣東),粉麵/米線,(184 食評),12781,送 25里數 / 30積分
吞POT 雞煲火鍋.住家菜 Lazy Pot,135,油麻地彌敦道560號譽發廣場22樓,$101-200,港式,火鍋,(147 食評),3694,惠顧午市雞煲火鍋，所有配料及小食均享有半價優惠。
NINETYs,114,灣仔皇后大道東222號地下2號舖,$201-400,西式,咖啡店,(147 食評),10886,送 25里數 / 30積分
中華滙館 Restaurant de Chine,148,中環士丹利街13號地舖,$401-800,粵菜 (廣東),湯品,(161 食評),3743,凡於週末及公眾假期午市，4位或以上訂座即獲免費奉送「鹽燒鮑魚拼話梅南瓜」乙份/位
Y Show Tasty,133,尖沙咀厚福街8號H8 12樓,$101-200,西式,西式,(150 食評),3268,送 25里數 / 30積分
滿屋日本料理 Manya Japanese Restaurant,216,荃灣眾安街55號大鴻輝(荃灣)中心10樓,$201-400,日本菜,日式放題,(306 食評),5020,晚市放題 $193
Mango Tree,136,尖沙咀柯士甸道西1號圓方(Elements)2樓2032號舖,$201-400,泰國菜,無肉餐單,(262 食評),13666,送 25里數 / 30積分
雅高·33 Artco． 33,153,荃灣沙咀道328號寶石大廈地下21號舖,$51-100,意大利菜,酒,(206 食評),3538,送 25里數 / 30積分
部屋咖啡室 homemadecafe,142,旺角登打士街43H號登打士廣場12樓,$51-100,西式,樓上cafe,(178 食評),5977,OpenRice 網上訂座全單95折（結賬前出示）
The Food Gallery,102,尖沙咀北京道8號香港朗廷酒店大堂,$401-800,西式,自助餐,(191 食評),26359,自助午餐網上訂座7折優惠
協奏坊西餐廳 Sonata Western Restaurant,130,銅鑼灣信德街8號香港珀麗酒店2樓,$201-400,多國菜,自助餐,(178 食評),10792,送 25里數 / 30積分
胡爐 Wulu,163,尖沙咀厚福街8號H8 16樓,$201-400,港式,火鍋,(182 食評),5233,送 25里數 / 30積分
Ember,167,銅鑼灣告士打道229-230號宇宙商業大廈地舖,$201-400,西式,酒吧,(171 食評),1430,送 25里數 / 30積分
Gastrobox the Cameron,115,尖沙咀金馬倫道33號 The Cameron 1樓101號舖,$101-200,意大利菜,海鮮,(184 食評),15508,送 25里數 / 30積分
La Postre,129,尖沙咀厚福街8號H8地下,$101-200,西班牙菜,甜品/糖水,(161 食評),6312,全單9折
Aldou Cafe,122,元朗馬田路38號怡豐花園3號地舖,$101-200,多國菜,甜品/糖水,(143 食評),8582,訂座送白酒忌廉藍青口一份
Girlboss by Master Kama,165,荃灣大壩街4-30號荃灣廣場4樓432號舖,$101-200,西式,薄餅,(241 食評),6470,送 25里數 / 30積分
AVA Restaurant Slash Bar,142,尖沙咀赫德道8A號麗景酒店38樓,$201-400,西式,無肉餐單,(252 食評),18185,送 25里數 / 30積分
逸之燒 Ichi Grill Shabu Shabu,120,元朗鳳攸南街9號好順利大廈2座商場地下 57 號舖,$201-400,日本菜,火鍋,(136 食評),4548,送 25里數 / 30積分
Cafe 103,140,尖沙咀柯士甸道西1號環球貿易廣場(ICC)香港麗思卡爾頓酒店103樓,$401-800,西式,自助餐,(231 食評),16228,送 25里數 / 30積分
火鍋撚 Hot Pot Land,97,旺角旺角染布房街6號1樓,$201-400,港式,火鍋,(138 食評),11860,送 25里數 / 30積分
Lava Java 咖啡西餐廳 Lava Java Cafe & Restaurant,159,觀塘開源道71號王子大廈5樓B室,$101-200,西式,漢堡包,(202 食評),6067,送 25里數 / 30積分
Chez Bistro,165,銅鑼灣耀華街3號百樂中心21樓,$201-400,西式,西餐廳,(175 食評),5077,開業兩周年訂座享全單85折優惠
金蘭花泰國餐廳 Sawali Club,129,銅鑼灣怡和街22號3樓,$101-200,泰國菜,泰國菜,(146 食評),4276,送 25里數 / 30積分
一心素食 O&S,145,觀塘鴻圖道30號鴻圖樓3樓,$51-100,西式,素食,(192 食評),6693,送 25里數 / 30積分
峰景餐廳 Cafe Deco,66,尖沙咀彌敦道100號The ONE 20樓,$401-800,西式,無肉餐單,(135 食評),15450,送 25里數 / 30積分
一喜日本料理 Ikki Japanese Restaurant,85,尖沙咀寶勒巷10號7樓,$201-400,日本菜,壽司/刺身,(93 食評),5562,送 25里數 / 30積分
Olive ERA,182,黃大仙睦鄰街8號現崇山商場地下G1-G2號舗,$101-200,西式,包場派對,(224 食評),4439,訂座可享單點食品5折優惠
Texas Burger,214,天后電氣道109號地舖,$51-100,西式,漢堡包,(287 食評),9042,送 25里數 / 30積分
白石燒烤 Whitehead Barbecue,148,馬鞍山馬鞍山白石第1950號,$101-200,港式,燒烤,(175 食評),2660,送 25里數 / 30積分
卡莎338 Casa 338,134,長沙灣東京街50號地舖,$51-100,西式,酒,(171 食評),4201,早場75折優惠
野玩田店 Something Wild - The Farm,87,尖沙咀河內道18號K11購物藝術館2樓201號舖,$101-200,西式,薄餅,(139 食評),10836,星期一全日89折
琥酌,150,尖沙咀海防道38-40號中達大廈11樓,$201-400,日本菜,烤肉,(180 食評),6738,送 25里數 / 30積分
小桃咖啡室 Little Tomato Cafe,174,銅鑼灣波斯富街83號波斯富大廈2樓D室,$101-200,西式,咖啡店,(198 食評),3078,送 25里數 / 30積分
Oldish,130,上環東街53號地舖,$101-200,英國菜,All Day Breakfast,(176 食評),13314,送 25里數 / 30積分
塩玉居酒屋 Shiotama,150,銅鑼灣登龍街28號永光中心10樓,$201-400,日本菜,壽司/刺身,(165 食評),3407,送 25里數 / 30積分
洛煮意 Kaylaism,151,旺角亞皆老街65號新之城地下G20號舖,$51-100,意大利菜,三文治,(180 食評),2111,送 25里數 / 30積分
The Oyster House,177,灣仔謝斐道154號地下C號舖,$201-400,意大利菜,海鮮,(216 食評),12028,新鮮生蠔六折優惠 - 每位客人必須惠顧兩杯以上紅/白/汽酒
養心殿台式養生鍋,163,荃灣眾安街55號大鴻輝(荃灣)中心17樓,$201-400,台灣菜,火鍋,(208 食評),13000,指定時段五折優惠 (需於晚上七點半前離座)
ねずみの王冠 喫茶店 Hamsta Crown Coffee,186,觀塘巧明街106號冠力工業大廈15樓1501室,$51-100,日本菜,All Day Breakfast,(237 食評),5021,送 25里數 / 30積分
Cafe Paradise,383,太子界限街23號地下C舖,$51-100,意大利菜,甜品/糖水,(473 食評),25255,送 25里數 / 30積分
Burgeroom,437,尖沙咀彌敦道132號美麗華廣場一期2 樓 207 號舖,$51-100,美國菜,漢堡包,(511 食評),13782,送 25里數 / 30積分
Running 燒 Running BBQ,388,旺角彌敦道726號9樓,$201-400,韓國菜,自助餐,(445 食評),22717,7折優惠（21:30後入座）
鮮入圍煮 Market Hotpot,218,旺角登打士街43H號登打士廣場2樓,$201-400,粵菜 (廣東),火鍋,(302 食評),42038,送 25里數 / 30積分
街坊Cafe Kaifong Cafe,414,"旺角通菜街1號威達商業大厦地下1E,F& H號舖",$51-100,港式,甜品/糖水,(518 食評),25436,送 25里數 / 30積分
百樂小館 Chateh,352,尖沙咀彌敦道132號美麗華廣場一期食四方4樓405 號舖,$201-400,潮州菜,酒樓,(385 食評),11907,送 25里數 / 30積分
酒鍋 The Drunken Pot,315,尖沙咀天文台道8號2樓1號舖,$201-400,粵菜 (廣東),火鍋,(390 食評),19910,晚上 10 時後入座享晚市火鍋宵夜7折優惠
極尚大喜屋日本料理 Deluxe Daikiya Japanese Restaurant,187,銅鑼灣軒尼詩道489號銅鑼灣廣場一期9樓,$201-400,日本菜,日式放題,(258 食評),13037,"特選優惠時段(星期一至四:  $200, 星期五至日及公眾假期及前夕: $220)"
Ulyssa by Aldou,148,荔枝角長沙灣道883號億利工業中心2樓203室,$101-200,西式,咖啡店,(168 食評),3799,訂座送即開生蠔（歡迎自帶酒水，免收開瓶費）
