1988-12-31,Greatest Love Of All,3
1988-12-31,Hot Stuff,3
1988-12-31,I Just Called To Say I Love You,3
1988-12-31,I Will Survive,3
1988-12-31,Karma Chameleon,3
1988-12-31,Kiss On My List,3
1988-12-31,La Bamba,3
1988-12-31,Le Freak,3
1988-12-31,Money For Nothing,3
1988-12-31,On My Own,3
1988-12-31,One More Try,3
1988-12-31,Rock Me Amadeus,3
1988-12-31,Shout,3
1988-12-31,Stuck With You,3
1988-12-31,Up Where We Belong,3
1988-12-31,Wake Me Up Before You Go-Go,3
1988-12-31,What's Love Got To Do With It,3
1988-12-31,With Or Without You,3
1988-12-31,Woman In Love,3
1988-12-31,(I Just) Died In Your Arms,2
1988-12-31,9 To 5,2
1988-12-31,A View To A Kill,2
1988-12-31,Abracadabra,2
1988-12-31,Amanda,2
1988-12-31,Anything For You,2
1988-12-31,At This Moment,2
1988-12-31,Babe,2
1988-12-31,"Baby, Come To Me",2
1988-12-31,Bad,2
1988-12-31,Bad Medicine,2
1988-12-31,Broken Wings,2
1988-12-31,Caribbean Queen (No More Love On The Run),2
1988-12-31,Celebration,2
1988-12-31,Could ve Been,2
1988-12-31,Didn t We Almost Have It All,2
1988-12-31,"Don t Worry, Be Happy (From ""Cocktail"")",2
1988-12-31,Every Rose Has Its Thorn,2
1988-12-31,Everybody Wants To Rule The World,2
1988-12-31,Everything She Wants,2
1988-12-31,Father Figure,2
1988-12-31,"Get Outta My Dreams, Get Into My Car",2
1988-12-31,"Glory Of Love (Theme From ""The Karate Kid Part II"")",2
1988-12-31,Groovy Kind Of Love,2
1988-12-31,Hard To Say I'm Sorry,2
1988-12-31,Heaven,2
1988-12-31,Hello,2
1988-12-31,How Will I Know,2
1988-12-31,I Knew You Were Waiting (For Me),2
1988-12-31,I Love A Rainy Night,2
1988-12-31,I Still Haven t Found What I m Looking For,2
1988-12-31,I Think We re Alone Now,2
1988-12-31,I Wanna Dance With Somebody (Who Loves Me),2
1988-12-31,I Want To Know What Love Is,2
1988-12-31,Islands In The Stream,2
1988-12-31,It's Still Rock And Roll To Me,2
1988-12-31,Jessie's Girl,2
1988-12-31,Kiss,2
1988-12-31,Kyrie,2
1988-12-31,Lean On Me,2
1988-12-31,Let's Go Crazy,2
1988-12-31,Let's Hear It For The Boy,2
1988-12-31,Look Away,2
1988-12-31,Man In The Mirror,2
1988-12-31,Maniac,2
1988-12-31,Monkey,2
1988-12-31,Morning Train (Nine To Five),2
1988-12-31,Never Gonna Give You Up,2
